编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
3-C,在图3所示的山区自然灾害链中，①②③④依次是	地震、崩塌、滑坡、泥石流,None,,,16 18 20 22,,在 图3 所示 的 山区 自然 灾害 链 中 ， ① ② ③ ④ 依次 是 地震 、 崩塌 、 滑坡 、 泥石流,在 图3 所示 的 山区 自然 灾害 链 中 ， ① ② ③ ④ 依次 是 地震 、 崩塌 、 滑坡 、 泥石流,P NN VV DEC NN NN NN NN LC PU NN NN NN NN AD VC term PU term PU term PU term,,匹配_0（①，地震）匹配_1（②，崩塌）匹配_2（③，滑坡）匹配_3（④，泥石流）,匹配_0（①，地震）匹配_1（②，崩塌）匹配_2（③，滑坡）匹配_3（④，泥石流）,0_14 1_14 2_14 3_14,0_14 1_14 2_14 3_14,匹配 匹配 匹配 匹配,匹配 匹配 匹配 匹配,,,在 图3 所示 的 山区 自然 灾害 链 中 ， ① ② ③ ④ 依次 是 地震 、 崩塌 、 滑坡 、 泥石流,在 图3 所示 的 山区 自然 灾害 链 中 ， ① ② ③ ④ 依次 是 地震 、 崩塌 、 滑坡 、 泥石流,P NN VV DEC NN NN NN NN LC PU NN AD VV NN AD VC term PU term PU term PU term,( (IP (PP (P 在) (LCP (NP (CP (IP (NP (NN 图3)) (VP (VV 所示))) (DEC 的)) (NP (NP (NN 山区)) (NP (NN 自然) (NN 灾害)) (NP (NN 链)))) (LC 中))) (PU ，) (NP (NP (NN ①) (NN ②)) (NP (NN ③) (NN ④))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NN 地震) (PU 、) (NN 崩塌) (PU 、) (NN 滑坡) (PU 、) (NN 泥石流))))) )
3-D,在图3所示的山区自然灾害链中，①②③④依次是	崩塌、滑坡、泥石流、地震,None,,,16 18 20 22,,在 图3 所示 的 山区 自然 灾害 链 中 ， ① ② ③ ④ 依次 是 崩塌 、 滑坡 、 泥石流 、 地震,在 图3 所示 的 山区 自然 灾害 链 中 ， ① ② ③ ④ 依次 是 崩塌 、 滑坡 、 泥石流 、 地震,P NN VV DEC NN NN NN NN LC PU NN NN NN NN AD VC term PU term PU term PU term,,匹配_0（①，崩塌）匹配_1（②，滑坡）匹配_2（③，泥石流）匹配_3（④，地震）,匹配_0（①，崩塌）匹配_1（②，滑坡）匹配_2（③，泥石流）匹配_3（④，地震）,0_14 1_14 2_14 3_14,0_14 1_14 2_14 3_14,匹配 匹配 匹配 匹配,匹配 匹配 匹配 匹配,,,在 图3 所示 的 山区 自然 灾害 链 中 ， ① ② ③ ④ 依次 是 崩塌 、 滑坡 、 泥石流 、 地震,在 图3 所示 的 山区 自然 灾害 链 中 ， ① ② ③ ④ 依次 是 崩塌 、 滑坡 、 泥石流 、 地震,P NN VV DEC NN NN NN NN LC PU NN AD VV NN AD VC term PU term PU term PU term,( (IP (PP (P 在) (LCP (NP (CP (IP (NP (NN 图3)) (VP (VV 所示))) (DEC 的)) (NP (NP (NN 山区)) (NP (NN 自然) (NN 灾害)) (NP (NN 链)))) (LC 中))) (PU ，) (NP (NP (NN ①) (NN ②)) (NP (NN ③) (NN ④))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NN 崩塌) (PU 、) (NN 滑坡) (PU 、) (NN 泥石流) (PU 、) (NN 地震))))) )
4-A,平均海拔由高到低的省区依次是	湘、辽、宁,None,,10 12 14,,,平均 海拔 由 高 到 低 的 省区 依次 是 湘 、 辽 、 宁,平均 海拔 由 高 到 低 的 省区 依次 是 湘 、 辽 、 宁,JJ NN P VA VV VA DEC NN AD VC loc PU loc PU loc,,排序_0（平均海拔，由高到低，列表（湘、辽、宁））,排序_0（平均海拔，由高到低，列表（湘、辽、宁））,0_2-4-8-9,0_2-4-8-9,排序,排序,,,平均 海拔 由 高 到 低 的 省区 依次 是 湘 、 辽 、 宁,平均 海拔 由 高 到 低 的 省区 依次 是 湘 、 辽 、 宁,JJ NN P VA VV VA DEC NN AD VC loc PU loc PU loc,( (IP (NP (CP (IP (NP (ADJP (JJ 平均)) (NP (NN 海拔))) (VP (PP (P 由) (IP (VP (VRD (VA 高) (VV 到))))) (VP (VA 低)))) (DEC 的)) (NP (NN 省区))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NR 湘) (PU 、) (NR 辽) (PU 、) (NR 宁))))) )
4-B,平均海拔由高到低的省区依次是	台、鲁、苏,None,,10 12 14,,,平均 海拔 由 高 到 低 的 省区 依次 是 台 、 鲁 、 苏,平均 海拔 由 高 到 低 的 省区 依次 是 台 、 鲁 、 苏,JJ NN P VA VV VA DEC NN AD VC loc PU loc PU loc,,排序_0（平均海拔，由高到低，列表（台、鲁、苏））,排序_0（平均海拔，由高到低，列表（台、鲁、苏））,0_2-4-8-9,0_2-4-8-9,排序,排序,,,平均 海拔 由 高 到 低 的 省区 依次 是 台 、 鲁 、 苏,平均 海拔 由 高 到 低 的 省区 依次 是 台 、 鲁 、 苏,JJ NN P VA VV VA DEC NN AD VC loc PU loc PU loc,( (IP (NP (CP (IP (NP (ADJP (JJ 平均)) (NP (NN 海拔))) (VP (PP (P 由) (IP (VP (VRD (VA 高) (VV 到))))) (VP (VA 低)))) (DEC 的)) (NP (NN 省区))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NR 台) (PU 、) (NR 鲁) (PU 、) (NR 苏))))) )
4-C,平均海拔由高到低的省区依次是	青、粤、晋,None,,10 12 14,,,平均 海拔 由 高 到 低 的 省区 依次 是 青 、 粤 、 晋,平均 海拔 由 高 到 低 的 省区 依次 是 青 、 粤 、 晋,JJ NN P VA VV VA DEC NN AD VC loc PU loc PU loc,,排序_0（平均海拔，由高到低，列表（青、粤、晋））,排序_0（平均海拔，由高到低，列表（青、粤、晋））,0_2-4-8-9,0_2-4-8-9,排序,排序,,,平均 海拔 由 高 到 低 的 省区 依次 是 青 、 粤 、 晋,平均 海拔 由 高 到 低 的 省区 依次 是 青 、 粤 、 晋,JJ NN P VA VV VA DEC NN AD VC loc PU loc PU loc,( (IP (NP (CP (IP (NP (ADJP (JJ 平均)) (NP (NN 海拔))) (VP (PP (P 由) (IP (VP (VRD (VA 高) (VV 到))))) (VP (VA 低)))) (DEC 的)) (NP (NN 省区))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NR 青) (PU 、) (NR 粤) (PU 、) (NR 晋))))) )
4-D,平均海拔由高到低的省区依次是	桂、甘、豫,None,,10 12 14,,,平均 海拔 由 高 到 低 的 省区 依次 是 桂 、 甘 、 豫,平均 海拔 由 高 到 低 的 省区 依次 是 桂 、 甘 、 豫,JJ NN P VA VV VA DEC NN AD VC loc PU loc PU loc,,排序_0（平均海拔，由高到低，列表（桂、甘、豫））,排序_0（平均海拔，由高到低，列表（桂、甘、豫））,0_2-4-8-9,0_2-4-8-9,排序,排序,,,平均 海拔 由 高 到 低 的 省区 依次 是 桂 、 甘 、 豫,平均 海拔 由 高 到 低 的 省区 依次 是 桂 、 甘 、 豫,JJ NN P VA VV VA DEC NN AD VC loc PU loc PU loc,( (IP (NP (CP (IP (NP (ADJP (JJ 平均)) (NP (NN 海拔))) (VP (PP (P 由) (IP (VP (VRD (VA 高) (VV 到))))) (VP (VA 低)))) (DEC 的)) (NP (NN 省区))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NR 桂) (PU 、) (NR 甘) (PU 、) (NR 豫))))) )
5-A,图中各点最可能表示世界	主要能源矿产产地,None,,,,,图 中 各 点 最 可能 表示 世界 主要 能源 矿产 产地,图 中 各 点 最 可能 表示 世界 主要 能源 矿产 产地,NN LC DT NN AD VV VV NN JJ NN NN NN,,分布_0（主要能源矿产产地，图中各点，高密度）,分布_0（主要能源矿产产地，图中各点，高密度）,0_2-3,0_2-3,分布,分布,,,图 中 各 点 最 可能 表示 世界 主要 能源 矿产 产地,图 中 各 点 最 可能 表示 世界 主要 能源 矿产 产地,NN LC DT M AD VV VV NN JJ NN NN NN,( (IP (LCP (NP (NN 图)) (LC 中)) (NP (DP (DT 各)) (NP (NN 点))) (VP (ADVP (AD 最)) (VP (VV 可能) (VP (VV 表示) (NP (NP (NP (NN 世界)) (ADJP (JJ 主要)) (NP (NN 能源))) (NP (NN 矿产) (NN 产地))))))) )
5-B,图中各点最可能表示世界	百万人口以上的城市,None,,,,8,图 中 各 点 最 可能 表示 世界 百万 人口 以上 的 城市,图 中 各 点 最 可能 表示 世界 百万 人口 以上 的 城市,NN LC DT NN AD VV VV NN num NN LC DEG NN,,分布_0（百万人口以上的城市，图中各点，高密度）,分布_0（百万人口以上的城市，图中各点，高密度）,0_2-3,0_2-3,分布,分布,,,图 中 各 点 最 可能 表示 世界 百万 人口 以上 的 城市,图 中 各 点 最 可能 表示 世界 百万 人口 以上 的 城市,NN LC DT M AD VV VV NN num NN LC DEG NN,( (IP (LCP (NP (NN 图)) (LC 中)) (NP (DP (DT 各)) (NP (NN 点))) (VP (ADVP (AD 最)) (VP (VV 可能) (VP (VV 表示) (NP (NP (NN 世界)) (DNP (LCP (NP (QP (CD 百万)) (NP (NN 人口))) (LC 以上)) (DEG 的)) (NP (NN 城市))))))) )
5-C,图中各点最可能表示世界	自然和文化遗产地,None,,,,,图 中 各 点 最 可能 表示 世界 自然 和 文化 遗产 地,图 中 各 点 最 可能 表示 世界 自然 和 文化 遗产 地,NN LC DT NN AD VV VV NN NN CC NN NN NN,,分布_0（自然和文化遗产，图中各点，高密度）,分布_0（自然和文化遗产，图中各点，高密度）,0_2-3,0_2-3,分布,分布,,,图 中 各 点 最 可能 表示 世界 自然 和 文化 遗产 地,图 中 各 点 最 可能 表示 世界 自然 和 文化 遗产 地,NN LC DT M AD VV VV NN NN CC NN NN NN,( (IP (LCP (NP (NN 图)) (LC 中)) (NP (DP (DT 各)) (NP (NN 点))) (VP (ADVP (AD 最)) (VP (VV 可能) (VP (VV 表示) (NP (NP (NP (NN 世界)) (NP (NN 自然) (CC 和) (NN 文化) (NN 遗产))) (NP (NN 地))))))) )
5-D,图中各点最可能表示世界	近10年7级以上地震震中,None,9,,,10,图 中 各 点 最 可能 表示 世界 近 10年 7级 以上 地震 震中,图 中 各 点 最 可能 表示 世界 近 10年 7级 以上 地震 震中,NN LC DT NN AD VV VV NN AD time num LC NN NN,,分布_0（近10年7级以上地震震中，图中各点，高密度）,分布_0（近10年7级以上地震震中，图中各点，高密度）,0_2-3,0_2-3,分布,分布,9,,图 中 各 点 最 可能 表示 世界 近 10年7级 以 上地震 震中,图 中 各 点 最 可能 表示 世界 近 10年 7级 以上 地震 震中,NN LC DT M AD VV VV NN AD time M LC NN NN,( (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (DP (DT 各)) (NP (NN 点))) (VP (ADVP (AD 最)) (VP (VV 可能) (VP (VV 表示) (NP (NP (NN 世界)) (ADVP (AD 近)) (NP (NT 10年))) (LCP (QP (CD 7级)) (LC 以上))))))) (NP (NN 地震) (NN 震中))) )
6-A,在6月到8月期间	正午太阳高度角①比②小,None,1,,2,,在 6月到8月期间 正午太阳高度角 ① 比 ② 小,在 6月 到 8月 期间 正午 太阳 高度 角 ① 比 ② 小,P time term NN P NN VA,,时间限定_0（6月到8月期间）比较_1（①，②，正午太阳高度角，小）,时间限定_0（6月到8月期间）比较_1（①，②，正午太阳高度角，小）,1_4,1_4,时间限定 比较,时间限定 比较,1,,在 6月到8月 期间 正午太阳高度角 ① 比 ② 小,在 6月 到 8月 期间 正午太阳高度角 ① 比 ② 小,P time term M P NN VA,( (IP (PP (P 在) (NP (NT 6月到8月期间))) (NP (NN 正午太阳高度角) (NN ①)) (VP (PP (P 比) (NP (NN ②))) (VP (VA 小)))) )
6-B,在6月到8月期间	日出时间①比③早,None,1,,,,在 6月到8月期间 日出 时间 ① 比 ③ 早,在 6月 到 8月 期间 日出 时间 ① 比 ③ 早,P time NN NN NN P NN VA,,时间限定_0（6月到8月期间）比较_1（①，③，日出时间，早）,时间限定_0（6月到8月期间）比较_1（①，③，日出时间，早）,1_5,1_5,时间限定 比较,时间限定 比较,1,,在 6月到8月 期间 日出 时间 ① 比 ③ 早,在 6月 到 8月 期间 日出 时间 ① 比 ③ 早,P time VV NN AD P NN VA,( (IP (NP (PP (P 在) (NP (NT 6月到8月期间))) (NP (NN 日出) (NN 时间))) (NP (NN ①)) (VP (PP (P 比) (NP (NN ③))) (VP (VA 早)))) )
6-C,在6月到8月期间	④地白昼时间逐渐增加,None,1,2,,,在 6月到8月期间 ④地 白昼 时间 逐渐 增加,在 6月 到 8月 期间 ④地 白昼 时间 逐渐 增加,P time loc NN NN AD VV,,时间限定_0（6月到8月期间，）趋势_1（④地，白昼时间，#，逐渐增加）,时间限定_0（6月到8月期间，）趋势_1（④地，白昼时间，#，逐渐增加）,1_5-6,1_5-6,时间限定 趋势,时间限定 趋势,1 2,,在 6月到8月 期间 ④地 白昼 时间 逐渐 增加,在 6月 到 8月 期间 ④地 白昼 时间 逐渐 增加,P NR VV NN NN AD VV,( (IP (NP (PP (P 在) (NP (NP (NT 6月到8月期间)) (NP (NR ④地)))) (NP (NN 白昼) (NN 时间))) (VP (ADVP (AD 逐渐)) (VP (VV 增加)))) )
6-D,在6月到8月期间	便于在⑤地开展科学考察,None,1,4,,,在 6月到8月期间 便于 在 ⑤地 开展 科学 考察,在 6月 到 8月 期间 便于 在 ⑤地 开展 科学 考察,P time VV P loc VV NN NN,,时间限定_0（6月到8月期间）一般陈述_1（便于在⑤地开展科学考察）,时间限定_0（6月到8月期间）一般陈述_1（便于在⑤地开展科学考察）,,,时间限定 一般陈述,时间限定 一般陈述,1 4,,在 6月到8月 期间 便于 在 ⑤地 开展 科学 考察,在 6月 到 8月 期间 便于 在 ⑤地 开展 科学 考察,P NR VV P NN VV NN NN,( (IP (VP (PP (P 在) (NP (NT 6月到8月期间))) (VP (VV 便于) (VP (PP (P 在) (NP (NR ⑤地))) (VP (VV 开展) (NP (NN 科学) (NN 考察))))))) )
7-A,该日最可能出现在	1月,None,6,,,,该 日 最 可能 出现 在 1月,该 日 最 可能 出现 在 1月,DT NN AD VV VV P time,,实体信息陈述_0（该日，出现在，1月）,实体信息陈述_0（该日，出现在，1月）,,,实体信息陈述,实体信息陈述,6,,该 日 最 可能 出现 在 1月,该 日 最 可能 出现 在 1月,DT M AD VV VV P time,( (IP (NP (DP (DT 该)) (NP (NN 日))) (VP (ADVP (AD 最)) (VP (VV 可能) (VP (VV 出现) (PP (P 在) (NP (NT 1月))))))) )
7-B,该日最可能出现在	4月,None,6,,,,该 日 最 可能 出现 在 4月,该 日 最 可能 出现 在 4月,DT NN AD VV VV P time,,实体信息陈述_0（该日，出现在，4月）,实体信息陈述_0（该日，出现在，4月）,,,实体信息陈述,实体信息陈述,6,,该 日 最 可能 出现 在 4月,该 日 最 可能 出现 在 4月,DT M AD VV VV P time,( (IP (NP (DP (DT 该)) (NP (NN 日))) (VP (ADVP (AD 最)) (VP (VV 可能) (VP (VV 出现) (PP (P 在) (NP (NT 4月))))))) )
7-C,该日最可能出现在	7月,None,6,,,,该 日 最 可能 出现 在 7月,该 日 最 可能 出现 在 7月,DT NN AD VV VV P time,,实体信息陈述_0（该日，出现在，7月）,实体信息陈述_0（该日，出现在，7月）,,,实体信息陈述,实体信息陈述,6,,该 日 最 可能 出现 在 7月,该 日 最 可能 出现 在 7月,DT M AD VV VV P time,( (IP (NP (DP (DT 该)) (NP (NN 日))) (VP (ADVP (AD 最)) (VP (VV 可能) (VP (VV 出现) (PP (P 在) (NP (NT 7月))))))) )
7-D,该日最可能出现在	10月,None,6,,,,该 日 最 可能 出现 在 10月,该 日 最 可能 出现 在 10月,DT NN AD VV VV P time,,实体信息陈述_0（该日，出现在，10月）,实体信息陈述_0（该日，出现在，10月）,,,实体信息陈述,实体信息陈述,6,,该 日 最 可能 出现 在 10月,该 日 最 可能 出现 在 10月,DT M AD VV VV P time,( (IP (NP (DP (DT 该)) (NP (NN 日))) (VP (ADVP (AD 最)) (VP (VV 可能) (VP (VV 出现) (PP (P 在) (NP (NT 10月))))))) )
8-A,图中	河流形成于距今2300万年前,None,5,,,,图 中 河流 形成 于 距今2300万年前,图 中 河流 形成 于 距今 2300万年 前,NN LC NN VV P time,,实体信息陈述_0（河流，形成于，距今2300万年前）,实体信息陈述_0（河流，形成于，距今2300万年前）,,,实体信息陈述,实体信息陈述,4,,图 中河 流形 成于 距今 2300万年前,图 中河 流形 成于 距今 2300万年 前,NN LC NR VV P NR,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 河流))) (VP (VV 形成) (PP (P 于) (NP (NT 距今2300万年前))))) )
