编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
3-C,材料中的弱冷空气表现为	西南风,None,,,7,,材料 中 的 弱 冷空气 表现 为 西南风,材料 中 的 弱 冷空气 表现 为 西南风,NN LC DEG JJ NN VV VV term,,实体信息陈述_0（材料中的弱冷空气，表现为，西南风）,实体信息陈述_0（材料中的弱冷空气，表现为，西南风）,,,实体信息陈述,实体信息陈述,,,材料 中 的 弱 冷空气 表现 为 西南 风,材料 中 的 弱 冷空气 表现 为 西南 风,NN LC DEG JJ NN VV VV term,( (IP (NP (DNP (LCP (NP (NN 材料)) (LC 中)) (DEG 的)) (ADJP (JJ 弱)) (NP (NN 冷空气))) (VP (VRD (VV 表现) (VV 为)) (NP (NN 西南风)))) )
3-D,材料中的弱冷空气表现为	偏东风,None,,,7,,材料 中 的 弱 冷空气 表现 为 偏东风,材料 中 的 弱 冷空气 表现 为 偏东风,NN LC DEG JJ NN VV VV term,,实体信息陈述_0（材料中的弱冷空气，表现为，偏东风）,实体信息陈述_0（材料中的弱冷空气，表现为，偏东风）,,,实体信息陈述,实体信息陈述,,,材料 中 的 弱 冷空气 表现 为 偏 东风,材料 中 的 弱 冷空气 表现 为 偏东 风,NN LC DEG JJ NN VV VV term,( (IP (NP (DNP (LCP (NP (NN 材料)) (LC 中)) (DEG 的)) (ADJP (JJ 弱)) (NP (NN 冷空气))) (VP (VRD (VV 表现) (VV 为)) (NP (NN 偏东风)))) )
4-①,海南暴雨形成的原因有	我国东部雨带撤回南部沿海地区,None,,0 6 9,7,,海南 暴雨 形成 的 原因 有 我国东部 雨带 撤回 南部沿海地区,海南 暴雨 形成 的 原因 有 我国 东部 雨带 撤回 南部 沿海 地区,loc NN VV DEC NN VE loc term VV loc,,因果_0（我国东部雨带撤回南部沿海地区，海南暴雨形成）,因果_0（实体信息陈述_1（我国东部雨带，撤回，南部沿海地区），海南暴雨形成）,0_4,0_4,因果,因果 实体信息陈述,,0,海南 暴雨 形成 的 原因 有 我国 东部 雨带 撤回 南部 沿 海地 区,海南 暴雨 形成 的 原因 有 我国 东部 雨带 撤回 南部 沿海 地区,loc NN VV DEC NN VE loc term VV loc,( (IP (NP (NP (NR 海南)) (CP (IP (NP (NN 暴雨)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VP (VE 有) (NP (NR 我国东部) (NN 雨带))) (VP (VV 撤回) (NP (NR 南部沿海地区))))) )
4-②,海南暴雨形成的原因有	热带气旋频繁出现,None,,0,6,,海南 暴雨 形成 的 原因 有 热带气旋 频繁 出现,海南 暴雨 形成 的 原因 有 热带 气旋 频繁 出现,loc NN VV DEC NN VE term AD VV,,因果_0（热带气旋频繁出现，海南暴雨形成）,因果_0（热带气旋频繁出现，海南暴雨形成）,0_4,0_4,因果,因果,,0,海南 暴雨 形成 的 原因 有 热带气旋 频繁 出现,海南 暴雨 形成 的 原因 有 热带气旋 频繁 出现,loc NN VV DEC NN VE term M VV,( (IP (NP (NP (NR 海南)) (CP (IP (NP (NN 暴雨)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VE 有) (IP (NP (NN 热带气旋)) (VP (ADVP (AD 频繁)) (VP (VV 出现)))))) )
4-③,海南暴雨形成的原因有	海南省中部山地加剧了局部降雨的强度,None,,0 6,7,,海南 暴雨 形成 的 原因 有 海南省中部 山地 加剧 了 局部 降雨 的 强度,海南 暴雨 形成 的 原因 有 海南省 中部 山地 加剧 了 局部 降雨 的 强度,loc NN VV DEC NN VE loc term VV AS NN NN DEC NN,,因果_0（海南省中部山地加剧了局部降雨的强度，海南暴雨形成）,因果_0（影响_1（海南省中部山地，海南省局部降雨强度，加剧），海南暴雨形成）,0_4,0_4 1_8,因果,因果 影响,,0,海南 暴雨 形成 的 原因 有 海南省 中部 山地 加剧 了 局部 降雨 的 强度,海南 暴雨 形成 的 原因 有 海南省 中部 山地 加剧 了 局部 降雨 的 强度,loc NN VV DEC NN VE loc term VV AS NN NN DEG NN,( (IP (NP (NR 海南)) (NP (CP (IP (NP (NN 暴雨)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VE 有) (NP (CP (IP (NP (NR 海南省中部) (NN 山地)) (VP (VV 加剧) (AS 了) (NP (NN 局部) (NN 降雨)))) (DEC 的)) (NP (NN 强度))))) )
4-④,海南暴雨形成的原因有	地处中低纬度,None,,0,8,,海南 暴雨 形成 的 原因 有 地处 中低 纬度,海南 暴雨 形成 的 原因 有 地处 中低 纬度,loc NN VV DEC NN VE VV NN term,,因果_0（海南省地处中低纬度，海南暴雨形成）,因果_0（位于_1（海南省，中地纬度），海南暴雨形成）,0_4,0_4 1_6,因果,因果 位于,,0,海南 暴雨 形成 的 原因 有 地处 中低 纬度,海南 暴雨 形成 的 原因 有 地处 中低 纬度,loc NN VV DEC NN VE VV NR term,( (IP (NP (NP (NR 海南)) (CP (IP (NP (NN 暴雨)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VE 有) (NP (CP (IP (VP (VV 地处) (NP (NN 中低))))) (NP (NN 纬度))))) )
5-①,此次海南连降暴雨，可能引发的自然灾害有	洪涝,None,,2,12,,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 洪涝,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 洪涝,DT M loc VV NN PU VV VV DEC NN NN VE term,,因果_0（海南连降暴雨，引发洪涝）,因果_0（海南连降暴雨，引发洪涝）,0_7,0_7,因果,因果,,2,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 洪涝,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 洪涝,DT M loc VV NN PU VV VV DEC NN NN VE term,( (IP (NP (DP (DT 此) (CLP (M 次))) (CP (IP (NP (NR 海南)) (VP (VP (VV 连降) (NP (NN 暴雨))) (PU ，) (VP (VV 可能) (VP (VV 引发))))) (DEC 的)) (NP (NN 自然) (NN 灾害))) (VP (VE 有) (NP (NN 洪涝)))) )
5-②,此次海南连降暴雨，可能引发的自然灾害有	海啸,None,,2,12,,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 海啸,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 海啸,DT M loc VV NN PU VV VV DEC NN NN VE term,,因果_0（海南连降暴雨，引发海啸）,因果_0（海南连降暴雨，引发海啸）,0_7,0_7,因果,因果,,2,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 海啸,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 海啸,DT M loc VV NN PU VV VV DEC NN NN VE term,( (IP (NP (DP (DT 此) (CLP (M 次))) (CP (IP (NP (NR 海南)) (VP (VP (VV 连降) (NP (NN 暴雨))) (PU ，) (VP (VV 可能) (VP (VV 引发))))) (DEC 的)) (NP (NN 自然) (NN 灾害))) (VP (VE 有) (NP (NN 海啸)))) )
5-③,此次海南连降暴雨，可能引发的自然灾害有	地震,None,,2,12,,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 地震,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 地震,DT M loc VV NN PU VV VV DEC NN NN VE term,,因果_0（海南连降暴雨，引发地震）,因果_0（海南连降暴雨，引发地震）,0_7,0_7,因果,因果,,2,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 地震,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 地震,DT M loc VV NN PU VV VV DEC NN NN VE term,( (IP (NP (DP (DT 此) (CLP (M 次))) (CP (IP (NP (NR 海南)) (VP (VP (VV 连降) (NP (NN 暴雨))) (PU ，) (VP (VV 可能) (VP (VV 引发))))) (DEC 的)) (NP (NN 自然) (NN 灾害))) (VP (VE 有) (NP (NN 地震)))) )
5-④,此次海南连降暴雨，可能引发的自然灾害有	泥石流,None,,2,12,,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 泥石流,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 泥石流,DT M loc VV NN PU VV VV DEC NN NN VE term,,因果_0（海南连降暴雨，泥石流）,因果_0（海南连降暴雨，泥石流）,0_7,0_7,因果,因果,,2,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 泥石流,此 次 海南 连降 暴雨 ， 可能 引发 的 自然 灾害 有 泥石流,DT M loc VV NN PU VV VV DEC NN NN VE term,( (IP (NP (DP (DT 此) (CLP (M 次))) (CP (IP (NP (NR 海南)) (VP (VP (VV 连降) (NP (NN 暴雨))) (PU ，) (VP (VV 可能) (VP (VV 引发))))) (DEC 的)) (NP (NN 自然) (NN 灾害))) (VP (VE 有) (NP (NN 泥石流)))) )
6-A,若此图表示热力环流，则	丙处气压比甲处高,None,,,4 8,,若 此 图 表示 热力环流 ， 则 丙处 气压 比 甲处 高,若 此 图 表示 热力 环流 ， 则 丙处 气压 比 甲处 高,CS DT NN VV term PU AD NN term P NN VA,,比较_0（丙处，甲处，气压，#，高）,比较_0（丙处，甲处，气压，#，高）,0_9-11,0_9-11,比较,比较,,,若 此 图 表示 热力环流 ， 则 丙处 气压 比 甲处 高,若 此 图 表示 热力环流 ， 则 丙处 气压 比 甲处 高,CS DT NN VV term PU AD VV term P NN VA,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (NN 热力环流))))) (PU ，) (ADVP (AD 则)) (NP (NN 丙处) (NN 气压)) (VP (PP (P 比) (NP (NN 甲处))) (VP (VA 高)))) )
6-B,若此图表示热力环流，则	甲处气温比乙处高,None,,,4,,若 此 图 表示 热力环流 ， 则 甲处 气温 比 乙处 高,若 此 图 表示 热力 环流 ， 则 甲处 气温 比 乙处 高,CS DT NN VV term PU AD NN NN P NN VA,,比较_0（甲处，乙处，气温，#，高）,比较_0（甲处，乙处，气温，#，高）,0_9-11,0_9-11,比较,比较,,,若 此 图 表示 热力环流 ， 则 甲处 气温 比 乙处 高,若 此 图 表示 热力环流 ， 则 甲处 气温 比 乙处 高,CS DT NN VV term PU AD VV NN P NN VA,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (NN 热力环流))))) (PU ，) (NP (ADVP (AD 则)) (NP (NN 甲处) (NN 气温))) (VP (PP (P 比) (NP (NN 乙处))) (VP (VA 高)))) )
6-C,若此图表示热力环流，则	丙处气压比丁处低,None,,,4 8,,若 此 图 表示 热力环流 ， 则 丙处 气压 比 丁处 低,若 此 图 表示 热力 环流 ， 则 丙处 气压 比 丁处 低,CS DT NN VV term PU AD NN term P NR VA,,比较_0（丙处，丁处，气压，#，低）,比较_0（丙处，丁处，气压，#，低）,0_9-11,0_9-11,比较,比较,,,若 此 图 表示 热力环流 ， 则 丙处 气压 比 丁处 低,若 此 图 表示 热力环流 ， 则 丙处 气压 比 丁处 低,CS DT NN VV term PU AD VV term P NR VA,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (NN 热力环流))))) (PU ，) (ADVP (AD 则)) (NP (NN 丙处) (NN 气压)) (VP (PP (P 比) (NP (NR 丁处))) (VP (VA 低)))) )
6-D,若此图表示热力环流，则	甲处气温比丙处低,None,,,4,,若 此 图 表示 热力环流 ， 则 甲处 气温 比 丙处 低,若 此 图 表示 热力 环流 ， 则 甲处 气温 比 丙处 低,CS DT NN VV term PU AD NN NN P NN VA,,比较_0（甲处，丙处，气温，#，低）,比较_0（甲处，丙处，气温，#，低）,0_9-11,0_9-11,比较,比较,,,若 此 图 表示 热力环流 ， 则 甲处 气温 比 丙处 低,若 此 图 表示 热力环流 ， 则 甲处 气温 比 丙处 低,CS DT NN VV term PU AD VV NN P NN VA,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (NN 热力环流))))) (PU ，) (ADVP (AD 则)) (NP (NN 甲处) (NN 气温)) (VP (PP (P 比) (NP (NN 丙处))) (VP (VA 低)))) )
7-A,若此图表示大气三圈环流中的低纬环流，则	③气流比较湿润,None,,,4 7,,若 此 图 表示 大气三圈环流 中 的 低纬环流 ， 则 ③ 气流 比较 湿润,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 ③ 气流 比较 湿润,CS DT NN VV term LC DEG term PU AD NN NN AD VA,,一般陈述_0（③气流比较湿润）,一般陈述_0（③气流比较湿润）,,,一般陈述,一般陈述,,,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 ③ 气流 比较 湿润,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 ③ 气流 比较 湿润,CS DT NN VV term LC DEG term PU AD VV NN AD VA,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (DNP (LCP (NP (NN 大气三圈环流)) (LC 中)) (DEG 的)) (NP (NN 低纬环流)))))) (PU ，) (ADVP (AD 则)) (NP (NN ③) (NN 气流)) (VP (ADVP (AD 比较)) (VP (VA 湿润)))) )
7-B,若此图表示大气三圈环流中的低纬环流，则	④气流给我国夏季带来丰沛降水,None,14,,4 7,,若 此 图 表示 大气三圈环流 中 的 低纬环流 ， 则 ④ 气流 给 我国 夏季 带来 丰沛 降水,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 ④ 气流 给 我国 夏季 带来 丰沛 降水,CS DT NN VV term LC DEG term PU AD NN NN P NN time VV JJ NN,,时间限定_0（夏季）一般陈述_1（④气流给我国带来丰沛降水）,时间限定_0（夏季）一般陈述_1（④气流给我国带来丰沛降水）,,,时间限定 一般陈述,时间限定 一般陈述,14,,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 ④ 气流 给 我国 夏季 带来 丰沛 降水,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 ④ 气流 给 我国 夏季 带来 丰沛 降水,CS DT NN VV term LC DEG term PU AD VV NN P NR time VV VA VV,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (DNP (LCP (NP (NN 大气三圈环流)) (LC 中)) (DEG 的)) (NP (NN 低纬环流)))))) (PU ，) (VP (ADVP (AD 则)) (NP (NN ④) (NN 气流)) (PP (P 给) (NP (NN 我国) (NT 夏季))) (VP (VV 带来) (NP (ADJP (JJ 丰沛)) (NP (NN 降水)))))) )
7-C,若此图表示大气三圈环流中的低纬环流，则	甲是副热带高气压带,None,,,4 7 11,,若 此 图 表示 大气三圈环流 中 的 低纬环流 ， 则甲 是 副热带高气压带,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则甲 是 副 热带 高气压 带,CS DT NN VV term LC DEG term PU NN VC term,,匹配_0（甲，副热带高气压带）,匹配_0（甲，副热带高气压带）,0_10,0_10,匹配,匹配,,,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则甲 是 副热带高气压带,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则甲 是 副热带高气压带,CS DT NN VV term LC DEG term PU AD VC term,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (DNP (LCP (NP (NN 大气三圈环流)) (LC 中)) (DEG 的)) (NP (NN 低纬环流)))))) (PU ，) (IP (NP (NN 则甲)) (VP (VC 是) (NP (NN 副热带高气压带))))) )
7-D,若此图表示大气三圈环流中的低纬环流，则	乙处高压的形成与②气流有关,None,,,4 7 11 16,,若 此 图 表示 大气三圈环流 中 的 低纬环流 ， 则 乙处 高压 的 形成 与 ② 气流 有关,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 乙处 高压 的 形成 与 ② 气流 有关,CS DT NN VV term LC DEG term PU AD NN term DEG NN CC NN term VV,,影响_0（②气流，乙处高压，形成）,影响_0（②气流，乙处高压，形成）,0_14-17,0_14-17,影响,影响,,,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 乙处 高压 的 形成 与 ② 气流 有关,若 此 图 表示 大气 三圈 环流 中 的 低纬 环流 ， 则 乙处 高压 的 形成 与 ② 气流 有关,CS DT NN VV term LC DEG term PU AD VV term DEG NN CC NR term JJ,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (DNP (LCP (NP (NN 大气三圈环流)) (LC 中)) (DEG 的)) (NP (NN 低纬环流)))))) (PU ，) (ADVP (AD 则)) (NP (NP (DNP (NP (NN 乙处) (NN 高压)) (DEG 的)) (NP (NN 形成))) (CC 与) (NP (NN ②) (NN 气流))) (VP (VV 有关))) )
8-A,若此图表示亚洲东部夏季季风环流，则	甲处是海洋，乙处是陆地,y,5,4,6,,若 此 图 表示 亚洲东部 夏季 季风环流 ， 则 甲处 是 海洋 ， 乙处 是 陆地,若 此 图 表示 亚洲 东部 夏季 季风 环流 ， 则 甲处 是 海洋 ， 乙处 是 陆地,CS DT NN VV loc time term PU AD NN VC NN PU NN VC NN,,匹配_0（甲处，海洋）匹配_1（乙处，陆地）,匹配_0（甲处，海洋）匹配_1（乙处，陆地）,0_10 1_14,0_10 1_14,匹配 匹配,匹配 匹配,5,,若 此 图 表示 亚洲 东部 夏季 季风环流 ， 则 甲处 是 海洋 ， 乙处 是 陆地,若 此 图 表示 亚洲 东部 夏季 季风环流 ， 则 甲处 是 海洋 ， 乙处 是 陆地,CS DT NN VV loc time term PU AD VV VC NN PU NN VC NN,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (NP (NR 亚洲东部)) (NP (NT 夏季) (NN 季风环流)))))) (PU ，) (IP (ADVP (AD 则)) (NP (NN 甲处)) (VP (VC 是) (NP (NN 海洋)))) (PU ，) (IP (NP (NN 乙处)) (VP (VC 是) (NP (NN 陆地))))) )
8-A-0,若此图表示亚洲东部夏季季风环流，则	甲处是海洋,ed-ori,5,4,6,,若 此 图 表示 亚洲东部 夏季 季风环流 ， 则 甲处 是 海洋,若 此 图 表示 亚洲 东部 夏季 季风 环流 ， 则 甲处 是 海洋,CS DT NN VV loc time term PU AD NN VC NN,,匹配_0（甲处，海洋）,匹配_0（甲处，海洋）,0_10,0_10,匹配,匹配,5,,若 此 图 表示 亚洲 东部 夏季 季风环流 ， 则 甲处 是 海洋,若 此 图 表示 亚洲 东部 夏季 季风环流 ， 则 甲处 是 海洋,CS DT NN VV loc time term PU AD VV VC NN,( (IP (CP (ADVP (CS 若)) (IP (NP (DP (DT 此)) (NP (NN 图))) (VP (VV 表示) (NP (NP (NR 亚洲东部)) (NP (NT 夏季) (NN 季风环流)))))) (PU ，) (ADVP (AD 则)) (NP (NN 甲处)) (VP (VC 是) (NP (NN 海洋)))) )
