编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
2-C,卫星发射当日	中国南极昆仑站所在地出现极昼现象,None,2,3 4 5,8,,卫星 发射 当日 中国 南极 昆仑站 所在地 出现 极昼 现象,卫星 发射 当日 中国 南极 昆仑站 所在地 出现 极昼 现象,NN VV time loc loc loc NN VV term NN,,时间限定_0（卫星发射当日）实体信息陈述_1（中国南极昆仑站所在地，出现，极昼现象）,时间限定_0（卫星发射当日）实体信息陈述_1（中国南极昆仑站所在地，出现，极昼现象）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,,3,卫星 发射 当日 中国 南极 昆仑站 所在地 出现 极昼 现象,卫星 发射 当日 中国 南极 昆仑 站所 在 地 出现 极昼 现象,NN VV time loc loc loc MSP P DEV VV term NN,( (IP (NP (NN 卫星)) (VP (VV 发射) (NP (CP (IP (NP (NT 当日)) (NP (NP (NR 中国)) (NP (NR 南极) (NR 昆仑站)) (NP (NN 所在地))) (VP (VV 出现) (NP (NN 极昼))))) (NP (NN 现象))))) )
2-D,卫星发射当日	地球接近公转轨道的远日点,None,2,,5 7,,卫星 发射 当日 地球 接近 公转轨道 的 远日点,卫星 发射 当日 地球 接近 公转 轨道 的 远日点,NN VV time NN VV term DEG term,,时间限定_0（卫星发射当日）实体信息陈述_1（地球，接近，公转轨道的远日点）,时间限定_0（卫星发射当日）实体信息陈述_1（地球，接近，公转轨道的远日点）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,,,卫星 发射 当日 地球 接近 公转 轨道 的 远日点,卫星 发射 当日 地球 接近 公转 轨道 的 远日点,NN VV time NN VV term DEG term,( (IP (NP (NN 卫星)) (VP (VV 发射) (NP (DNP (NP (IP (NP (NT 当日)) (NP (NN 地球)) (VP (VV 接近))) (NP (NN 公转轨道))) (DEG 的)) (NP (NN 远日点))))) )
3-A,甲、乙、丙分别是	贵阳、西安、长春,None,,7 9 11,,,甲 、 乙 、 丙 分别 是 贵阳 、 西安 、 长春,甲 、 乙 、 丙 分别 是 贵阳 、 西安 、 长春,NN PU NN PU NN AD VC loc PU loc PU loc,,匹配_0（甲，贵阳）匹配_1（乙，西安）匹配_2（丙，长春）,匹配_0（甲，贵阳）匹配_1（乙，西安）匹配_2（丙，长春）,0_5-6 1_5-6 2_5-6,0_5-6 1_5-6 2_5-6,匹配 匹配 匹配,匹配 匹配 匹配,,7 9 11,甲 、 乙 、 丙 分别 是 贵阳 、 西安 、 长春,甲 、 乙 、 丙 分别 是 贵阳 、 西安 、 长春,CD PU NN PU NN AD VC loc PU loc PU loc,( (IP (NP (NN 甲) (PU 、) (NN 乙) (PU 、) (NN 丙)) (VP (ADVP (AD 分别)) (VP (VC 是) (NP (NR 贵阳) (PU 、) (NR 西安) (PU 、) (NR 长春))))) )
3-B,甲、乙、丙分别是	昆明、海口、哈尔滨,None,,7 9 11,,,甲 、 乙 、 丙 分别 是 昆明 、 海口 、 哈尔滨,甲 、 乙 、 丙 分别 是 昆明 、 海口 、 哈尔滨,NN PU NN PU NN AD VC loc PU loc PU loc,,匹配_0（甲，昆明）匹配_1（乙，海口）匹配_2（丙，哈尔滨）,匹配_0（甲，昆明）匹配_1（乙，海口）匹配_2（丙，哈尔滨）,0_5-6 1_5-6 2_5-6,0_5-6 1_5-6 2_5-6,匹配 匹配 匹配,匹配 匹配 匹配,,7 9 11,甲 、 乙 、 丙 分别 是 昆明 、 海口 、 哈尔滨,甲 、 乙 、 丙 分别 是 昆明 、 海口 、 哈尔 滨,CD PU NN PU NN AD VC loc PU loc PU loc,( (IP (NP (NN 甲) (PU 、) (NN 乙) (PU 、) (NN 丙)) (VP (ADVP (AD 分别)) (VP (VC 是) (NP (NR 昆明) (PU 、) (NR 海口) (PU 、) (NR 哈尔滨))))) )
3-C,甲、乙、丙分别是	兰州、上海、沈阳,None,,7 9 11,,,甲 、 乙 、 丙 分别 是 兰州 、 上海 、 沈阳,甲 、 乙 、 丙 分别 是 兰州 、 上海 、 沈阳,NN PU NN PU NN AD VC loc PU loc PU loc,,匹配_0（甲，兰州）匹配_1（乙，上海）匹配_2（丙，沈阳）,匹配_0（甲，兰州）匹配_1（乙，上海）匹配_2（丙，沈阳）,0_5-6 1_5-6 2_5-6,0_5-6 1_5-6 2_5-6,匹配 匹配 匹配,匹配 匹配 匹配,,9 11,甲 、 乙 、 丙 分别 是 兰州 、 上海 、 沈阳,甲 、 乙 、 丙 分别 是 兰州 、 上海 、 沈阳,CD PU NN PU NN AD VC loc PU loc PU loc,( (IP (NP (NN 甲) (PU 、) (NN 乙) (PU 、) (NN 丙)) (VP (ADVP (AD 分别)) (VP (VC 是) (NP (NR 兰州) (PU 、) (NR 上海) (PU 、) (NR 沈阳))))) )
3-D,甲、乙、丙分别是	南宁、武汉、石家庄,None,,7 9 11,,,甲 、 乙 、 丙 分别 是 南宁 、 武汉 、 石家庄,甲 、 乙 、 丙 分别 是 南宁 、 武汉 、 石家庄,NN PU NN PU NN AD VC loc PU loc PU loc,,匹配_0（甲，南宁）匹配_1（乙，武汉）匹配_2（丙，石家庄）,匹配_0（甲，南宁）匹配_1（乙，武汉）匹配_2（丙，石家庄）,0_5-6 1_5-6 2_5-6,0_5-6 1_5-6 2_5-6,匹配 匹配 匹配,匹配 匹配 匹配,,7 9 11,甲 、 乙 、 丙 分别 是 南宁 、 武汉 、 石家庄,甲 、 乙 、 丙 分别 是 南宁 、 武汉 、 石家 庄,CD PU NN PU NN AD VC loc PU loc PU loc,( (IP (NP (NN 甲) (PU 、) (NN 乙) (PU 、) (NN 丙)) (VP (ADVP (AD 分别)) (VP (VC 是) (NP (NR 南宁) (PU 、) (NR 武汉) (PU 、) (NR 石家庄))))) )
4-A,气旋	①给南亚地区带来大风暴雨天气,None,,3,0,,气旋 ① 给 南亚地区 带来 大风 暴雨 天气,气旋 ① 给 南亚 地区 带来 大风 暴雨 天气,term NN P loc VV NN NN NN,,影响_0（气旋①，南亚地区，大风暴雨天气）,影响_0（气旋①，南亚地区，大风暴雨天气）,0_2-4,0_2-4,影响,影响,,,气旋 ① 给 南亚 地区 带来 大风 暴雨 天气,气旋 ① 给 南亚 地区 带来 大风 暴雨 天气,term M P loc VV NN NN NN,( (IP (NP (NN 气旋) (NN ①)) (VP (PP (P 给) (NP (NR 南亚地区))) (VP (VV 带来) (NP (NP (NN 大风) (NN 暴雨)) (NP (NN 天气)))))) )
4-B,气旋	②自东南向西北方向移动,None,,,0,,气旋 ② 自 东南 向 西北 方向 移动,气旋 ② 自 东南 向 西北 方向 移动,term NN P NN P NN NN VV,,趋势_0（气旋②，#，自东南向西北方向，移动）,趋势_0（气旋②，#，自东南向西北方向，移动）,0_2-4,0_2-4,趋势,趋势,,,气旋 ② 自 东南 向 西北 方向 移动,气旋 ② 自 东南 向 西北 方向 移动,term AD P NN P NN NN VV,( (IP (NP (NN 气旋) (NN ②)) (VP (PP (P 自) (NP (NN 东南))) (PP (P 向) (NP (NN 西北) (NN 方向))) (VP (VV 移动)))) )
4-C,气旋	③移动方向与地球自转方向相反,None,,,0 6,,气旋 ③ 移动 方向 与 地球 自转 方向 相反,气旋 ③ 移动 方向 与 地球 自转 方向 相反,term NN VV NN P NN term NN VA,,比较_0（气旋③，地球，移动方向，自转方向，相反）,比较_0（气旋③，地球，移动方向，自转方向，相反）,0_4-8,0_4-8,比较,比较,,,气旋 ③ 移动 方向 与 地球 自转 方向 相反,气旋 ③ 移动 方向 与 地球 自转 方向 相反,term AD VV NN CC NN term NN VA,( (IP (NP (CP (IP (NP (NN 气旋) (NN ③)) (VP (VV 移动)))) (NP (NN 方向))) (VP (PP (P 与) (NP (NN 地球) (NN 自转) (NN 方向))) (VP (VA 相反)))) )
4-D,气旋	④生成于太平洋热带洋面,None,,4,0 5,,气旋 ④ 生成 于 太平洋 热带 洋面,气旋 ④ 生成 于 太平洋 热带 洋面,term NN VV P loc term NN,,实体信息陈述_0（气旋④，生成于，太平洋热带洋面）,实体信息陈述_0（气旋④，生成于，太平洋热带洋面）,,,实体信息陈述,实体信息陈述,,4,气旋 ④ 生成 于 太平洋 热带 洋面,气旋 ④ 生成 于 太平洋 热带 洋面,term AD VV P loc term NN,( (IP (NP (NN 气旋) (NN ④)) (VP (VV 生成) (PP (P 于) (NP (NP (NR 太平洋)) (NP (NN 热带) (NN 洋面)))))) )
5-A,影响气旋④移动路径的主要是	东南信风,None,,,1 8,,影响 气旋 ④ 移动 路径 的 主要 是 东南信风,影响 气旋 ④ 移动 路径 的 主要 是 东南 信风,VV term NN NN NN DEC JJ VC term,,影响_0（东南信风，气旋④移动路径，#）,影响_0（东南信风，气旋④移动路径，#）,0_0,0_0,影响,影响,,,影响 气旋 ④ 移动 路径 的 主要 是 东南信风,影响 气旋 ④ 移动 路径 的 主要 是 东南信风,NN term AD VV NN DEG JJ VC term,
5-B,影响气旋④移动路径的主要是	副热带高压,None,,,1 8,,影响 气旋 ④ 移动 路径 的 主要 是 副热带高压,影响 气旋 ④ 移动 路径 的 主要 是 副 热带 高压,VV term NN NN NN DEC JJ VC term,,影响_0（副热带高压，气旋④移动路径，#）,影响_0（副热带高压，气旋④移动路径，#）,0_0,0_0,影响,影响,,,影响 气旋 ④ 移动 路径 的 主要 是 副热带高压,影响 气旋 ④ 移动 路径 的 主要 是 副热带高压,NN term AD VV NN DEG JJ VC term,
5-C,影响气旋④移动路径的主要是	极地东风,None,,,1 8,,影响 气旋 ④ 移动 路径 的 主要 是 极地东风,影响 气旋 ④ 移动 路径 的 主要 是 极地 东风,VV term NN NN NN DEC JJ VC term,,影响_0（极地东风，气旋④移动路径，#）,影响_0（极地东风，气旋④移动路径，#）,0_0,0_0,影响,影响,,,影响 气旋 ④ 移动 路径 的 主要 是 极地 东风,影响 气旋 ④ 移动 路径 的 主要 是 极地东风,NN term AD VV NN DEG JJ VC term,
5-D,影响气旋④移动路径的主要是	北赤道暖流,None,,,1 8,,影响 气旋 ④ 移动 路径 的 主要 是 北赤道暖流,影响 气旋 ④ 移动 路径 的 主要 是 北 赤道 暖流,VV term NN NN NN DEC JJ VC term,,影响_0（北赤道暖流，气旋④移动路径，#）,影响_0（北赤道暖流，气旋④移动路径，#）,0_0,0_0,影响,影响,,,影响 气旋 ④ 移动 路径 的 主要 是 北赤道暖流,影响 气旋 ④ 移动 路径 的 主要 是 北赤道暖流,NN term AD VV NN DEG JJ VC term,
6-A,该河谷	岩层①比岩层②形成年代早,None,,,,,该 河谷 岩层 ① 比 岩层 ② 形成 年代 早,该 河谷 岩层 ① 比 岩层 ② 形成 年代 早,DT NN NN NN P NN NN VV NN VA,,比较_0（岩层①，岩层②，形成年代，早）,比较_0（岩层①，岩层②，形成年代，早）,0_4,0_4,比较,比较,,,该 河谷 岩层 ① 比 岩层 ② 形成 年代 早,该 河谷 岩层 ① 比 岩层 ② 形成 年代 早,DT NN NN AD P NN AD VV NN AD,( (IP (NP (NP (DP (DT 该)) (NP (NN 河谷))) (NP (NN 岩层) (NN ①))) (VP (PP (P 比) (NP (CP (IP (NP (NN 岩层) (NN ②)) (VP (VV 形成)))) (NP (NN 年代)))) (VP (VA 早)))) )
6-B,该河谷	岩层②比岩层①易受侵蚀,None,,,9,,该 河谷 岩层 ② 比 岩层 ① 易 受 侵蚀,该 河谷 岩层 ② 比 岩层 ① 易 受 侵蚀,DT NN NN NN P NN NN AD VV term,,比较_0（岩层②，岩层①，受侵蚀，易）,比较_0（岩层②，岩层①，受侵蚀，易）,0_4,0_4,比较,比较,,,该 河谷 岩层 ② 比 岩层 ① 易 受 侵蚀,该 河谷 岩层 ② 比 岩层 ① 易 受 侵蚀,DT NN NN AD P NN VV AD VV term,( (IP (NP (NP (DP (DT 该)) (NP (NN 河谷))) (NP (NN 岩层) (NN ②))) (VP (PP (P 比) (NP (NN 岩层) (NN ①))) (ADVP (AD 易)) (VP (VV 受) (NP (NN 侵蚀))))) )
6-C,该河谷	是断层上发育形成的向斜谷,None,,,,,该 河谷 是 断层 上 发育 形成 的 向斜谷,该 河谷 是 断层 上 发育 形成 的 向斜谷,DT NN VC NN LC VV VV DEC NN,,实体信息陈述_0（该河谷，是，断层上发育形成的向斜谷）,实体信息陈述_0（该河谷，是，断层上发育形成的向斜谷）,,,实体信息陈述,实体信息陈述,,,该 河谷 是 断层 上 发育 形成 的 向斜谷,该 河谷 是 断层 上 发育 形成 的 向斜谷,DT NN VC NN LC VV VV DEC NN,( (IP (NP (DP (DT 该)) (NP (NN 河谷))) (VP (VC 是) (NP (LCP (NP (NN 断层)) (LC 上)) (CP (IP (VP (VSB (VV 发育) (VV 形成)))) (DEC 的)) (NP (NN 向斜谷))))) )
6-D,该河谷	呈“V”型，适宜修建水库,y,,,,,该 河谷 呈 “ V ” 型 ， 适宜 修建 水库,该 河谷 呈 “ V ” 型 ， 适宜 修建 水库,DT NN VV PU NN PU NN PU VV VV NN,,实体信息陈述_0（该河谷，呈，“V”型）实体信息陈述_1（该河谷，适宜，修建水库）,实体信息陈述_0（该河谷，呈，“V”型）实体信息陈述_1（该河谷，适宜，修建水库）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,,,该 河谷 呈 “ V ” 型 ， 适宜 修建 水库,该 河谷 呈 “ V ” 型 ， 适宜 修建 水库,DT NN VV PU VV PU NN PU VV VV NN,( (IP (NP (DP (DT 该)) (NP (NN 河谷))) (VP (VP (VV 呈) (NP (NP (PU “) (NN V) (PU ”)) (NP (NN 型)))) (PU ，) (VP (VV 适宜) (VP (VV 修建) (NP (NN 水库)))))) )
6-D-0,该河谷	呈“V”型,ed-ori,,,,,该 河谷 呈 “ V ” 型,该 河谷 呈 “ V ” 型,DT NN VV PU NN PU NN,,实体信息陈述_0（该河谷，呈，“V”型）,实体信息陈述_0（该河谷，呈，“V”型）,,,实体信息陈述,实体信息陈述,,,该 河谷 呈 “ V ” 型,该 河谷 呈 “ V ” 型,DT NN VV PU VV PU NN,( (IP (NP (DP (DT 该)) (NP (NN 河谷))) (VP (VV 呈) (NP (NP (PU “) (NN V) (PU ”)) (NP (NN 型))))) )
6-D-1,该河谷	适宜修建水库,ed-ori,,,,,该 河谷 适宜 修建 水库,该 河谷 适宜 修建 水库,DT NN VV VV NN,,实体信息陈述_0（该河谷，适宜，修建水库）,实体信息陈述_0（该河谷，适宜，修建水库）,,,实体信息陈述,实体信息陈述,,,该 河谷 适宜 修建 水库,该 河谷 适宜 修建 水库,DT NN VV VV NN,( (IP (IP (NP (DP (DT 该)) (NP (NN 河谷))) (VP (VV 适宜))) (VP (VV 修建) (NP (NN 水库)))) )
7-A,本次洪水	水位上升时，河流搬运作用减弱,n,,,8,,本 次 洪水 水位 上升 时 ， 河流 搬运作用 减弱,本 次 洪水 水位 上升 时 ， 河流 搬运 作用 减弱,DT M NN NN VV LC PU NN term VV,,时间限定_0（水位上升时）趋势_1（河流，搬运作用，#，减弱）,时间限定_0（水位上升时）趋势_1（河流，搬运作用，#，减弱）,1_9,1_9,时间限定 趋势,时间限定 趋势,,,本 次 洪水 水位 上升时 ， 河流 搬运作用 减弱,本 次 洪水 水位 上升时 ， 河流 搬运作用 减弱,DT M NN NN NN PU NN term VV,( (IP (LCP (IP (NP (DP (DT 本) (CLP (M 次))) (NP (NN 洪水) (NN 水位))) (VP (VV 上升))) (LC 时)) (PU ，) (IP (NP (NN 河流) (NN 搬运作用)) (VP (VV 减弱)))) )
7-B,本次洪水	水位下降时，河流含沙量增加,n,,,,,本 次 洪水 水位 下降 时 ， 河流 含沙量 增加,本 次 洪水 水位 下降 时 ， 河流 含沙量 增加,DT M NN NN VV LC PU NN NN VV,,时间限定_0（水位下降时）趋势_1（河流，含沙量，#，增加）,时间限定_0（水位下降时）趋势_1（河流，含沙量，#，增加）,1_9,1_9,时间限定 趋势,时间限定 趋势,,,本 次 洪水 水位 下降 时 ， 河流 含沙量 增加,本 次 洪水 水位 下降 时 ， 河流 含沙量 增加,DT M NN NN VV LC PU NN NN VV,( (IP (LCP (IP (NP (DP (DT 本) (CLP (M 次))) (NP (NN 洪水) (NN 水位))) (VP (VV 下降))) (LC 时)) (PU ，) (NP (NN 河流) (NN 含沙量)) (VP (VV 增加))) )
7-C,本次洪水	流量增大时，河流堆积作用增强,n,,,8,,本 次 洪水 流量 增大 时 ， 河流 堆积作用 增强,本 次 洪水 流量 增大 时 ， 河流 堆积 作用 增强,DT M NN NN VV LC PU NN term VV,,时间限定_0（流量增大时）趋势_1（河流，堆积作用，#，增强）,时间限定_0（流量增大时）趋势_1（河流，堆积作用，#，增强）,1_9,1_9,时间限定 趋势,时间限定 趋势,,,本 次 洪水 流量 增大 时 ， 河流 堆积作用 增强,本 次 洪水 流量 增大 时 ， 河流 堆积作用 增强,DT M NN NN VV LC PU NN term VV,( (IP (LCP (IP (NP (DP (DT 本) (CLP (M 次))) (NP (NN 洪水))) (NP (NN 流量)) (VP (VV 增大))) (LC 时)) (PU ，) (NP (NN 河流) (NN 堆积作用)) (VP (VV 增强))) )
7-D,本次洪水	河流侵蚀作用使河床加宽变深,None,,,4,,本 次 洪水 河流 侵蚀 作用 使 河床 加宽 变深,本 次 洪水 河流 侵蚀 作用 使 河床 加宽 变深,DT M NN NN term NN VV NN VV NN,,因果_0（河流侵蚀作用，河床加宽变深）,因果_0（河流侵蚀作用，趋势_1（河床，#，#，加宽变深））,0_6,0_6 1_8-9,因果,因果 趋势,,,本 次 洪 水河 流 侵蚀作用 使 河床 加宽 变深,本 次 洪水 河流 侵蚀作用 使 河床 加宽 变深,DT M NN NN term NN VV NN VV NN,( (IP (NP (NP (DP (DT 本) (CLP (M 次))) (NP (NN 洪水) (NN 河流))) (NP (NN 侵蚀) (NN 作用))) (VP (VV 使) (NP (NN 河床)) (IP (VP (VV 加宽) (NP (NN 变深)))))) )
8-A,指示牌在图5(b)中的位置是	①,None,,,,,指示牌 在 图5(b) 中 的 位置 是 ①,指示牌 在 图5(b) 中 的 位置 是 ①,NN P NN LC DEG NN VC NN,,位于_0（指示牌，①）,位于_0（指示牌，①）,0_5,0_5,位于,位于,,,指示牌 在 图5(b) 中 的 位置 是 ①,指示牌 在 图5(b) 中 的 位置 是 ①,NR P NN LC DEG NN VC VV,( (IP (NP (NP (NN 指示牌)) (DNP (PP (P 在) (LCP (NP (NN 图5(b))) (LC 中))) (DEG 的)) (NP (NN 位置))) (VP (VC 是) (NP (NN ①)))) )
8-B,指示牌在图5(b)中的位置是	②,None,,,,,指示牌 在 图5(b) 中 的 位置 是 ②,指示牌 在 图5(b) 中 的 位置 是 ②,NN P NN LC DEG NN VC NN,,位于_0（指示牌，②）,位于_0（指示牌，②）,0_5,0_5,位于,位于,,,指示牌 在 图5(b) 中 的 位置 是 ②,指示牌 在 图5(b) 中 的 位置 是 ②,NR P NN LC DEG NN VC VV,( (IP (NP (NP (NN 指示牌)) (DNP (PP (P 在) (LCP (NP (NN 图5(b))) (LC 中))) (DEG 的)) (NP (NN 位置))) (VP (VC 是) (NP (NN ②)))) )
8-C,指示牌在图5(b)中的位置是	③,None,,,,,指示牌 在 图5(b) 中 的 位置 是 ③,指示牌 在 图5(b) 中 的 位置 是 ③,NN P NN LC DEG NN VC NN,,位于_0（指示牌，③）,位于_0（指示牌，③）,0_5,0_5,位于,位于,,,指示牌 在 图5(b) 中 的 位置 是 ③,指示牌 在 图5(b) 中 的 位置 是 ③,NR P NN LC DEG NN VC VV,( (IP (NP (NP (NN 指示牌)) (DNP (PP (P 在) (LCP (NP (NN 图5(b))) (LC 中))) (DEG 的)) (NP (NN 位置))) (VP (VC 是) (NP (NN ③)))) )
8-D,指示牌在图5(b)中的位置是	④,None,,,,,指示牌 在 图5(b) 中 的 位置 是 ④,指示牌 在 图5(b) 中 的 位置 是 ④,NN P NN LC DEG NN VC NN,,位于_0（指示牌，④）,位于_0（指示牌，④）,0_5,0_5,位于,位于,,,指示牌 在 图5(b) 中 的 位置 是 ④,指示牌 在 图5(b) 中 的 位置 是 ④,NR P NN LC DEG NN VC VV,( (IP (NP (NP (NN 指示牌)) (DNP (PP (P 在) (LCP (NP (NN 图5(b))) (LC 中))) (DEG 的)) (NP (NN 位置))) (VP (VC 是) (NP (NN ④)))) )
