编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
6-D,下列农业地域类型中，经营者收入受市场波动影响最小的是	大牧场放牧业,None,,,1 14,,下列 农业地域类型 中 ， 经营者 收入 受 市场 波动 影响 最 小 的 是 大牧场放牧业,下列 农业 地域 类型 中 ， 经营者 收入 受 市场 波动 影响 最 小 的 是 大 牧场 放牧业,JJ term LC PU NN NN VV NN NN NN AD VA DEC VC term,,最值_0（大牧场放牧业，经营者收入受市场波动影响，最小，下列农业地域类型）,最值_0（大牧场放牧业，经营者收入受市场波动影响，最小，下列农业地域类型）,0_10-11,0_10-11,最值,最值,,14,下列 农业地域类型 中 ， 经营者 收入 受 市场 波动 影响 最 小 的 是 大牧场放牧业,下列 农业地域类型 中 ， 经营者 收入 受 市场 波动 影响 最 小 的 是 大牧场放牧业,JJ term LC PU NN NN VV NN NN NN AD VA DEC VC term,( (IP (LCP (NP (ADJP (JJ 下列)) (NP (NN 农业地域类型))) (LC 中)) (PU ，) (NP (CP (IP (NP (CP (IP (NP (NN 经营者) (NN 收入)) (VP (VV 受) (NP (NN 市场) (NN 波动))))) (NP (NN 影响))) (VP (ADVP (AD 最)) (VP (VA 小)))) (DEC 的))) (VP (VC 是) (NP (NN 大牧场放牧业)))) )
7-A,关于两国大豆产区及生产条件的叙述，正确的是	均位于沿海地区，交通便利,y,,15,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 沿海地区 ， 交通 便利,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 沿海 地区 ， 交通 便利,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV loc PU NN VA,,位于_1（两国大豆产区，沿海地区）实体信息陈述_2（两国大豆产区，交通，便利）,位于_1（两国大豆产区，沿海地区）实体信息陈述_2（两国大豆产区，交通，便利）,1_14,1_14,位于 实体信息陈述,位于 实体信息陈述,,15,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 沿 海地区 ， 交通 便利,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 沿海 地区 ， 交通 便利,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV loc PU NN NN,( (IP (IP (NP (DNP (PP (P 关于) (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 均)) (VP (VV 位于) (NP (NR 沿海地区)))))) (PU ，) (IP (NP (NN 交通)) (VP (VA 便利)))) )
7-A-0,关于两国大豆产区及生产条件的叙述，正确的是	均位于沿海地区,ed-ori,,15,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 沿海地区,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 沿海 地区,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV loc,,位于_1（两国大豆产区，沿海地区）,位于_1（两国大豆产区，沿海地区）,1_14,1_14,位于,位于,,15,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 沿 海地 区,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 沿海 地区,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV loc,( (IP (PP (P 关于) (NP (DNP (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 均)) (VP (VV 位于) (NP (NR 沿海地区)))))) )
7-A-1,关于两国大豆产区及生产条件的叙述，正确的是	均交通便利,ed-mod,,,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 交通 便利,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 交通 便利,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD NN VA,,实体信息陈述_0（两国大豆产区，交通，便利）,实体信息陈述_0（两国大豆产区，交通，便利）,,,实体信息陈述,实体信息陈述,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 交通 便利,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 交通 便利,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD NN NN,( (IP (PP (P 关于) (NP (DNP (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (ADVP (AD 均)) (NP (NN 交通)) (VP (VA 便利))))) )
7-B,关于两国大豆产区及生产条件的叙述，正确的是	均位于人口稠密区，劳动力充足,y,,,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 人口 稠密区 ， 劳动力 充足,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 人口 稠密区 ， 劳动力 充足,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV NN NN PU NN VA,,位于_0（两国大豆产区，人口稠密区）实体信息陈述_1（两国大豆产区，劳动力，充足）,位于_0（两国大豆产区，人口稠密区）实体信息陈述_1（两国大豆产区，劳动力，充足）,0_14,0_14,位于 实体信息陈述,位于 实体信息陈述,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 人口 稠密区 ， 劳动力 充足,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 人口 稠密区 ， 劳动力 充足,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV NN NN PU NN VA,( (IP (IP (NP (DNP (PP (P 关于) (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (VP (ADVP (AD 均)) (VP (VV 位于) (NP (NN 人口) (NN 稠密区))))))) (PU ，) (NP (NN 劳动力)) (VP (VA 充足))) )
7-B-0,关于两国大豆产区及生产条件的叙述，正确的是	均位于人口稠密区,ed-ori,,,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 人口 稠密 区,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 人口 稠密 区,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV NN VA NN,,位于_0（两国大豆产区，人口稠密区）,位于_0（两国大豆产区，人口稠密区）,0_14,0_14,位于,位于,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 人口 稠密 区,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 人口 稠密 区,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV NN VV NN,( (IP (PP (P 关于) (NP (DNP (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (VP (ADVP (AD 均)) (VP (VV 位于) (NP (IP (NP (NN 人口)) (VP (VA 稠密))) (NP (NN 区)))))))) )
7-B-1,关于两国大豆产区及生产条件的叙述，正确的是	均劳动力充足,ed-mod,,,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 劳动力 充足,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 劳动力 充足,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD NN VA,,实体信息陈述_0（两国大豆产区，劳动力，充足）,实体信息陈述_0（两国大豆产区，劳动力，充足）,,,实体信息陈述,实体信息陈述,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 劳动力 充足,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 劳动力 充足,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD NN VA,( (IP (PP (P 关于) (NP (DNP (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 均)) (VP (NP (NN 劳动力)) (VP (VA 充足)))))) )
7-C,关于两国大豆产区及生产条件的叙述，正确的是	均位于平原地区，土壤肥沃,y,,,15,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 平原 地区 ， 土壤 肥沃,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 平原 地区 ， 土壤 肥沃,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV NN NN PU NN VA,,位于_0（两国大豆产区，平原地区）实体信息陈述_1（两国大豆产区，土壤，肥沃）,位于_0（两国大豆产区，平原地区）实体信息陈述_1（两国大豆产区，土壤，肥沃）,0_14,0_14,位于 实体信息陈述,位于 实体信息陈述,,15,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 平原 地区 ， 土壤 肥沃,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 平原 地区 ， 土壤 肥沃,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV NN NN PU NN VA,( (IP (IP (NP (DNP (PP (P 关于) (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 均)) (VP (VV 位于) (NP (NN 平原) (NN 地区)))))) (PU ，) (NP (NN 土壤)) (VP (VA 肥沃))) )
7-C-0,关于两国大豆产区及生产条件的叙述，正确的是	均位于平原地区,ed-ori,,,15,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 平原 地区,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 平原 地区,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV NN NN,,位于_0（两国大豆产区，平原地区）,位于_0（两国大豆产区，平原地区）,0_14,0_14,位于,位于,,15,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 平原 地区,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 平原 地区,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV NN NN,( (IP (PP (P 关于) (NP (DNP (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (VP (ADVP (AD 均)) (VP (VV 位于) (NP (NN 平原) (NN 地区))))))) )
7-C-1,关于两国大豆产区及生产条件的叙述，正确的是	均土壤肥沃,ed-mod,,,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 土壤 肥沃,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 土壤 肥沃,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV VA,,实体信息陈述_0（两国大豆产区，土壤，肥沃）,实体信息陈述_0（两国大豆产区，土壤，肥沃）,,,实体信息陈述,实体信息陈述,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 土壤 肥沃,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 土壤 肥沃,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV NN,( (IP (PP (P 关于) (NP (DNP (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 均)) (VP (VV 土壤) (IP (VP (VA 肥沃))))))) )
7-D,关于两国大豆产区及生产条件的叙述，正确的是	均位于中、低纬度，热量充足,y,,,15,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 中、低纬度 ， 热量 充足,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 中 、 低 纬度 ， 热量 充足,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV term PU NN VA,,位于_0（两国大豆产区，中、低纬度）实体信息陈述_1（两国大豆产区，热量，充足）,位于_0（两国大豆产区，中、低纬度）实体信息陈述_1（两国大豆产区，热量，充足）,0_14,0_14,位于 实体信息陈述,位于 实体信息陈述,,15,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 中 、 低 纬度 ， 热量 充足,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 中 、 低 纬度 ， 热量 充足,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV term PU NN VA,( (IP (IP (NP (DNP (PP (P 关于) (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 均)) (VP (VV 位于) (NP (NN 中、低纬度)))))) (PU ，) (NP (NN 热量)) (VP (VA 充足))) )
7-D-0,关于两国大豆产区及生产条件的叙述，正确的是	均位于中、低纬度,ed-ori,,,15,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 中、低纬度,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 中 、 低 纬度,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD VV term,,位于_0（两国大豆产区，中、低纬度）,位于_0（两国大豆产区，中、低纬度）,0_14,0_14,位于,位于,,15,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 中 、 低 纬度,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 位于 中 、 低 纬度,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD VV term,( (IP (PP (P 关于) (NP (DNP (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (VP (ADVP (AD 均)) (VP (VV 位于) (NP (NN 中、低纬度))))))) )
7-D-1,关于两国大豆产区及生产条件的叙述，正确的是	均热量充足,ed-mod,,,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 热量 充足,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 热量 充足,P NN NN NN CC NN NN DEG NN PU VA DEC VC AD NN VA,,实体信息陈述_0（两国大豆产区，热量，充足）,实体信息陈述_0（两国大豆产区，热量，充足）,,,实体信息陈述,实体信息陈述,,,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 热量 充足,关于 两国 大豆 产区 及 生产 条件 的 叙述 ， 正确 的 是 均 热量 充足,P NR VV NN CC NN NN DEG NN PU VA DEC VC AD NN VA,( (IP (PP (P 关于) (NP (DNP (NP (NN 两国) (NN 大豆) (NN 产区) (CC 及) (NN 生产) (NN 条件)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (ADVP (AD 均)) (NP (NN 热量)) (VP (VA 充足))))) )
8-A,读美国和巴西大豆生长周期表，下列叙述正确的是	美国大豆生长周期比巴西短,None,,1 3 13 18,,,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 美国 大豆 生长 周期 比 巴西 短,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 美国 大豆 生长 周期 比 巴西 短,VV loc CC loc NN NN NN PU JJ NN VA DEC VC loc NN NN NN P loc VA,,比较_0（美国大豆，巴西大豆，生长周期，短）,比较_0（美国大豆，巴西大豆，生长周期，短）,0_17-19,0_17-19,比较,比较,,1 3 13 18,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 美国 大豆 生长 周期 比 巴西 短,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 美国 大豆 生长 周期 比 巴西 短,NN loc CC loc NN NN NN PU VV VV VA DEC VC loc NN NN NN P loc VA,( (IP (IP (VP (VV 读) (NP (NP (NP (NR 美国) (CC 和) (NR 巴西)) (NP (NN 大豆))) (NP (NN 生长) (NN 周期表))))) (PU ，) (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NP (NR 美国)) (NP (NN 大豆))) (NP (NN 生长) (NN 周期)) (VP (PP (P 比) (NP (NR 巴西))) (VP (VA 短)))))) )
8-B,读美国和巴西大豆生长周期表，下列叙述正确的是	都在春、夏之交播种，秋季收获,y,15 18,1 3,,,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 春、夏之交 播种 ， 秋季 收获,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 春 、 夏之交 播种 ， 秋季 收获,VV loc CC loc NN NN NN PU JJ NN VA DEC VC AD P time VV PU time VV,,实体信息陈述_0（美国大豆，播种，春、夏之交）实体信息陈述_1（美国大豆，收获，秋季）实体信息陈述_2（巴西大豆，播种，春、夏之交）实体信息陈述_3（巴西大豆，收获，秋季）,实体信息陈述_0（美国大豆，播种，春、夏之交）实体信息陈述_1（美国大豆，收获，秋季）实体信息陈述_2（巴西大豆，播种，春、夏之交）实体信息陈述_3（巴西大豆，收获，秋季）,,,实体信息陈述,实体信息陈述,18,1 3,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 春 、 夏之交 播种 ， 秋季 收获,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 春 、 夏之交 播种 ， 秋季 收获,NN loc CC loc NN NN NN PU VV VV VA DEC VC AD P time NN PU time NN,( (IP (IP (VP (VV 读) (NP (NP (NP (NR 美国) (CC 和) (NR 巴西)) (NP (NN 大豆))) (NP (NN 生长) (NN 周期表))))) (PU ，) (IP (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 都)) (PP (P 在) (NP (NT 春、夏之交))) (VP (VV 播种))))) (PU ，) (IP (VP (NP (NT 秋季)) (VP (VV 收获))))) )
8-B-0,读美国和巴西大豆生长周期表，下列叙述正确的是	都在春、夏之交播种,ed-ori,15,1 3,,,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 春、夏之交 播种,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 春 、 夏之交 播种,VV loc CC loc NN NN NN PU JJ NN VA DEC VC AD P time VV,,实体信息陈述_0（美国大豆，播种，春、夏之交）实体信息陈述_1（巴西大豆，播种，春、夏之交）,实体信息陈述_0（美国大豆，播种，春、夏之交）实体信息陈述_1（巴西大豆，播种，春、夏之交）,,,实体信息陈述,实体信息陈述,,1 3,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 春 、 夏之交 播种,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 春 、 夏之交 播种,NN loc CC loc NN NN NN PU VV VV VA DEC VC AD P time NN,( (IP (IP (VP (VV 读) (NP (NP (NP (NR 美国) (CC 和) (NR 巴西)) (NP (NN 大豆))) (NP (NN 生长) (NN 周期表))))) (PU ，) (IP (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 都)) (PP (P 在) (NP (NT 春、夏之交))) (VP (VV 播种)))))) )
8-B-1,读美国和巴西大豆生长周期表，下列叙述正确的是	都在秋季收获,ed-mod,15,1 3,,,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 秋季 收获,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 秋季 收获,VV loc CC loc NN NN NN PU JJ NN VA DEC VC AD P time VV,,实体信息陈述_0（美国大豆，收获，秋季）实体信息陈述_1（巴西大豆， 收获，秋季）,实体信息陈述_0（美国大豆，收获，秋季）实体信息陈述_1（巴西大豆， 收获，秋季）,,,实体信息陈述,实体信息陈述,15,1 3,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 秋季 收获,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 都 在 秋季 收获,NN loc CC loc NN NN NN PU VV VV VA DEC VC AD P time NN,( (IP (IP (VP (VV 读) (NP (NP (NR 美国) (CC 和) (NR 巴西)) (NN 大豆) (NN 生长) (NN 周期表)))) (PU ，) (IP (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (ADVP (AD 都)) (PP (P 在) (NP (NT 秋季))) (VP (VV 收获)))))) )
8-C,读美国和巴西大豆生长周期表，下列叙述正确的是	美国大豆开花期比巴西早,None,,1 3 13 17,,,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 美国 大豆 开花期 比 巴西 早,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 美国 大豆 开花期 比 巴西 早,VV loc CC loc NN NN NN PU JJ NN VA DEC VC loc NN NN P loc VA,,比较_0（美国大豆，巴西大豆，开花期，早）,比较_0（美国大豆，巴西大豆，开花期，早）,0_16-18,0_16-18,比较,比较,,1 3 13 17,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 美国 大豆 开花期 比 巴西 早,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 美国 大豆 开花期 比 巴西 早,NN loc CC loc NN NN NN PU VV VV VA DEC VC loc NN NN P loc AD,( (IP (IP (VP (VV 读) (NP (NP (NP (NR 美国) (CC 和) (NR 巴西)) (NP (NN 大豆))) (NP (NN 生长) (NN 周期表))))) (PU ，) (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NP (NR 美国)) (NP (NN 大豆) (NN 开花期))) (VP (PP (P 比) (NP (NR 巴西))) (VP (VA 早)))))) )
8-D,读美国和巴西大豆生长周期表，下列叙述正确的是	两国大豆灌浆期长度一样,None,,1 3,,,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 两国 大豆 灌浆期 长度 一样,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 两国 大豆 灌浆期 长度 一样,NN loc CC loc NN NN NN PU JJ NN VA DEC VC NN NN NN NN VA,,比较_0（美国大豆，巴西大豆，灌浆期长度，一样）,比较_0（美国大豆，巴西大豆，灌浆期长度，一样）,0_17,0_17,比较,比较,,1 3,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 两国 大豆 灌浆期 长度 一样,读 美国 和 巴西 大豆 生长 周期表 ， 下列 叙述 正确 的 是 两国 大豆 灌浆期 长度 一样,NN loc CC loc NN NN NN PU VV VV VA DEC VC NN NN NN NN VA,( (IP (NP (NP (NP (NN 读)) (NP (NR 美国))) (CC 和) (NP (NR 巴西) (NN 大豆) (NN 生长) (NN 周期表))) (PU ，) (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 两国) (NN 大豆) (NN 灌浆期)) (NP (NN 长度)) (VP (VA 一样))))) )
9-A,监测大豆生长状况采用的地理信息技术是	遥感技术,None,,,6 8,,监测 大豆 生长 状况 采用 的 地理信息技术 是 遥感技术,监测 大豆 生长 状况 采用 的 地理 信息 技术 是 遥感 技术,NN NN NN NN VV DEC term VC term,,实体信息陈述_0（监测大豆生长状况，地理信息技术，遥感技术）,实体信息陈述_0（监测大豆生长状况，地理信息技术，遥感技术）,,,实体信息陈述,实体信息陈述,,,监测 大豆 生长 状况 采用 的 地理信息技术 是 遥感技术,监测 大豆 生长 状况 采用 的 地理信息技术 是 遥感技术,NN NN NN NN VV DEC term VC term,( (IP (NP (CP (IP (NP (NP (NN 监测) (NN 大豆)) (NP (NN 生长) (NN 状况))) (VP (VV 采用))) (DEC 的)) (NP (NN 地理信息技术))) (VP (VC 是) (NP (NN 遥感技术)))) )
9-B,监测大豆生长状况采用的地理信息技术是	地理信息系统,None,,,6 8,,监测 大豆 生长 状况 采用 的 地理信息技术 是 地理信息系统,监测 大豆 生长 状况 采用 的 地理 信息 技术 是 地理 信息 系统,NN NN NN NN VV DEC term VC term,,实体信息陈述_0（监测大豆生长状况，地理信息技术，地理信息系统）,实体信息陈述_0（监测大豆生长状况，地理信息技术，地理信息系统）,,,实体信息陈述,实体信息陈述,,8,监测 大豆 生长 状况 采用 的 地理信息技术 是 地理信息系统,监测 大豆 生长 状况 采用 的 地理信息技术 是 地理信息系统,NN NN NN NN VV DEC term VC term,( (IP (NP (CP (IP (NP (NP (NN 监测) (NN 大豆)) (NP (NN 生长) (NN 状况))) (VP (VV 采用))) (DEC 的)) (NP (NN 地理信息技术))) (VP (VC 是) (NP (NN 地理信息系统)))) )
9-C,监测大豆生长状况采用的地理信息技术是	全球定位系统,None,,,6 8,,监测 大豆 生长 状况 采用 的 地理信息技术 是 全球定位系统,监测 大豆 生长 状况 采用 的 地理 信息 技术 是 全球 定位 系统,NN NN NN NN VV DEC term VC term,,实体信息陈述_0（监测大豆生长状况，地理信息技术，全球定位系统）,实体信息陈述_0（监测大豆生长状况，地理信息技术，全球定位系统）,,,实体信息陈述,实体信息陈述,,8,监测 大豆 生长 状况 采用 的 地理信息技术 是 全球定位系统,监测 大豆 生长 状况 采用 的 地理信息技术 是 全球定位系统,NN NN NN NN VV DEC term VC term,( (IP (NP (CP (IP (NP (NP (NN 监测) (NN 大豆)) (NP (NN 生长) (NN 状况))) (VP (VV 采用))) (DEC 的)) (NP (NN 地理信息技术))) (VP (VC 是) (NP (NN 全球定位系统)))) )
9-D,监测大豆生长状况采用的地理信息技术是	雷达技术,None,,,6 8,,监测 大豆 生长 状况 采用 的 地理信息技术 是 雷达技术,监测 大豆 生长 状况 采用 的 地理 信息 技术 是 雷达 技术,NN NN NN NN VV DEC term VC term,,实体信息陈述_0（监测大豆生长状况，地理信息技术，雷达技术）,实体信息陈述_0（监测大豆生长状况，地理信息技术，雷达技术）,,,实体信息陈述,实体信息陈述,,,监测 大豆 生长 状况 采用 的 地理信息技术 是 雷达 技术,监测 大豆 生长 状况 采用 的 地理信息技术 是 雷达 技术,NN NN NN NN VV DEC term VC term,( (IP (NP (CP (IP (NP (NP (NN 监测) (NN 大豆)) (NP (NN 生长) (NN 状况))) (VP (VV 采用))) (DEC 的)) (NP (NN 地理信息技术))) (VP (VC 是) (NP (NN 雷达技术)))) )
