foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
2,东北平原	农业实行小农场经营，精耕细作,y,y,True,4,5,5,NN/VA,False,NN/VA,False,东北平原,NULL/东北平原,loc,False/False,精耕细作,None
2,20世纪50-70年代人口大规模迁入东北地区的主要原因是	地处边疆，邻国人口迁入,y,y,True,1,2,2,NN/VV,False,VV/NN,False,是,原因/是,VC,False/False,邻国,趋势
2,玻利维亚	东邻巴西，西临太平洋,y,y,True,0,1,0,loc/loc,True,NN/NN,True,玻利维亚,NULL/玻利维亚,loc,False/False,西,None
2,玻利维亚	受寒流影响，多雾少雨,y,y,True,1,1,3,NN/NN,True,VV/JJ,False,玻利维亚,NULL/玻利维亚,loc,False/False,多,None
2,该河谷	呈“V”型，适宜修建水库,y,y,True,2,1,3,NN/NN,True,VV/VV,True,河谷,该/河谷,NN,False/False,适宜,因果
2,该日，荷兰比北京	昼更短，夜更长,y,y,True,0,0,0,VA/VA,True,NN/NN,True,北京,比/北京,loc,False/False,夜,None
2,荷兰	地处板块交界处，多地震,y,y,True,1,4,3,NN/term,False,VV/JJ,False,荷兰,NULL/荷兰,loc,False/False,多,None
2,荷兰	海岸线曲折，珊瑚礁发育好,y,y,True,1,1,1,VA/VA,True,NN/NN,True,荷兰,NULL/荷兰,loc,False/False,珊瑚礁,None
2,荷兰	风力大，降水丰富,y,y,True,0,1,1,VA/VA,True,NN/VV,False,荷兰,NULL/荷兰,loc,False/False,降水,None
2,与火电相比，核电	安全性好，原料方便运输,y,y,True,1,2,2,VA/VV,False,NN/NN,True,核电,，/核电,NN,False/False,原料,None
2,与火电相比，核电	发电量不稳定，受气候影响大,y,y,True,1,0,2,VA/VA,True,NN/VV,False,核电,，/核电,NN,False/False,受,None
2,与火电相比，核电	开发成本低，建设周期短,y,y,True,0,0,1,VA/VA,True,NN/VV,False,核电,，/核电,NN,False/False,建设,None
2,与火电相比，核电	有放射性，易造成空气污染,y,n,False,2,3,3,NN/NN,True,VE/AD,False,核电,，/核电,NN,False/False,易,因果
2,修建中巴铁路难度比较大的原因是沿线地区	地势起伏大，地质条件复杂,y,y,True,0,1,1,VA/VA,True,NN/NN,True,地区,沿线/地区,NN,False/False,地质,None
2,修建中巴铁路难度比较大的原因是沿线地区	有印度河流经，洪涝灾害频发,y,y,True,0,0,1,VV/VV,True,VE/NN,False,地区,沿线/地区,NN,False/False,洪涝,None
2,修建中巴铁路难度比较大的原因是沿线地区	气候高寒，冻土广布,y,y,True,0,0,0,VA/VA,True,NN/NN,True,地区,沿线/地区,NN,False/False,冻土,None
2,1980～2000年该城市人口密度的变化表现在	甲区人口密度最高，增长速度最快,y,y,True,1,2,1,VA/VA,True,loc/NN,False,在,表现/在,P,False/False,增长,趋势
2,四个“硅谷”发展高新技术产业的共同优势是	位于中纬地区，环境优美,y,y,True,1,2,3,NN/VA,False,VV/NN,False,是,优势/是,VC,False/False,环境,None
2,四个“硅谷”发展高新技术产业的共同优势是	海运发达，交通便捷,y,y,True,0,0,0,VA/VA,True,NN/NN,True,是,优势/是,VC,False/False,交通,None
2,四个“硅谷”发展高新技术产业的共同优势是	依托科研机构，科技发达,y,y,True,1,2,2,NN/VA,False,VV/NN,False,是,优势/是,VC,False/False,科技,None
foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
3,大气中	出现雾霾，会导致④在夜间减少,n,n,True,4,5,4,NN/VV,False,VV/VV,True,中,大气/中,LC,False/True,会,因果
3,本次洪水	水位上升时，河流搬运作用减弱,n,y,False,0,3,2,LC/VV,False,NN/NN,True,洪水,次/洪水,NN,False/False,河流,趋势
3,本次洪水	水位下降时，河流含沙量增加,n,y,False,0,2,2,LC/VV,False,NN/NN,True,洪水,次/洪水,NN,False/False,河流,趋势
3,本次洪水	流量增大时，河流堆积作用增强,n,y,False,0,3,2,LC/VV,False,NN/NN,True,洪水,次/洪水,NN,False/False,河流,趋势
3,修建中巴铁路难度比较大的原因是沿线地区	连接内陆与太平洋，工程量大,n,y,False,2,4,3,NN/VA,False,VV/NN,False,地区,沿线/地区,NN,False/False,工程量,None
3,图5为某地理事象过程示意图，若	该图为南水北调东线工程，则甲地区对水资源需求量小,n,n,True,0,1,4,NN/VA,False,DT/AD,False,若,，/若,CS,False/False,则,条件
3,四个“硅谷”发展高新技术产业的共同优势是	人口稠密，劳动力充足,y,y,True,0,1,0,VA/VA,True,NN/NN,True,是,优势/是,VC,False/False,劳动力,None
3,与1985—2000年相比，该流域2000—2010年水体面积大量减少的主要原因是	全球气候变暖，蒸发量增加,y,y,True,1,1,1,VV/VV,True,NN/NN,True,是,原因/是,VC,False/False,蒸发量,趋势
3,与1985—2000年相比，该流域2000—2010年水体面积大量减少的主要原因是	耕地面积扩大，灌溉用水增多,y,y,True,0,0,0,VV/VV,True,NN/NN,True,是,原因/是,VC,False/False,灌溉,趋势
3,与1985—2000年相比，该流域2000—2010年水体面积大量减少的主要原因是	城镇规模扩大，生活用水增加,y,y,True,0,0,0,VV/VV,True,NN/NN,True,是,原因/是,VC,False/False,生活,趋势
3,与1985—2000年相比，该流域2000—2010年水体面积大量减少的主要原因是	植被减少，涵养水源能力减弱,y,y,True,2,4,2,VV/VV,True,NN/VV,False,是,原因/是,VC,False/False,涵养,趋势
3,图8中	地势南部高北部低，东部高西部低,y,y,True,1,2,1,VA/VA,True,NN/NN,True,中,图8/中,LC,False/False,东部,None
3,城市内涝的发生与城市“雨岛效应”密切相关。“雨岛效应”成因主要有	工地面硬化，地表径流下渗困难,y,y,True,1,3,2,VV/VA,False,NN/term,False,有,主要/有,VE,False/False,地表径流,None
3,城市内涝的发生与城市“雨岛效应”密切相关。“雨岛效应”成因主要有	城市化挤占湖泊河道，调蓄洪峰能力下降,y,y,True,0,1,2,NN/VV,False,NN/VV,False,有,主要/有,VE,False/False,调蓄,趋势
3,城市内涝的发生与城市“雨岛效应”密切相关。“雨岛效应”成因主要有	空气污染严重，凝结核充足,y,y,True,1,1,1,VA/VA,True,NN/NN,True,有,主要/有,VE,False/False,凝结核,None
3,图l中，圣若阿金地区	终年受赤道低压带控制，降水多,y,y,True,2,7,4,NN/VA,False,AD/NN,False,圣若阿金地区,，/圣若阿金地区,loc,False/False,降水,None
3,图l中，圣若阿金地区	位于东南信风的迎风坡，降水多,y,y,True,2,7,4,NN/VA,False,VV/NN,False,圣若阿金地区,，/圣若阿金地区,loc,False/False,降水,None
3,图l中，圣若阿金地区	受自南向北的暖流影响，湿度大,y,y,True,6,7,7,NN/VA,False,VV/NN,False,圣若阿金地区,，/圣若阿金地区,loc,False/False,湿度,趋势
3,图2为南亚某岛示意图，图中	乙河水位季节变化小，水流平缓,y,y,True,3,5,3,VA/VA,True,loc/NN,False,中,图/中,LC,False/False,水流,趋势
3,该线路	景观类型丰富，地域组合好,y,y,True,0,1,0,VA/VA,True,NN/NN,True,线路,该/线路,NN,False/False,地域,None
3,图中	③平原灌溉便利，可扩大双季稻种植面积,y,n,False,1,3,5,VA/NN,False,NN/VV,False,中,图/中,LC,False/False,可,因果
3,图中	④高原旱灾频发，应大规模发展畜牧业,y,n,False,0,2,4,VV/NN,False,NN/VV,False,中,图/中,LC,False/False,应,None
3,清江流域洪涝灾害多发的主要原因是	支流少，流域面积广,y,y,True,1,2,1,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,流域,趋势
3,清江流域洪涝灾害多发的主要原因是	降水多，季节变化大,y,y,True,1,2,2,VA/VA,True,VV/NN,False,是,原因/是,VC,False/False,季节,趋势
3,清江流域洪涝灾害多发的主要原因是	地势低平，排水不畅,y,y,True,1,0,2,VA/VA,True,NN/VV,False,是,原因/是,VC,False/False,排水,None
3,清江流域洪涝灾害多发的主要原因是	落差大，多曲流,y,y,True,0,0,2,VA/NN,False,NN/JJ,False,是,原因/是,VC,False/False,多,None
3,清江流域的综合开发	实行梯级开发，实现全流域通航,y,y,True,1,1,1,NN/NN,True,VV/VV,True,开发,综合/开发,NN,False/False,实现,None
3,清江流域的综合开发	修建水利工程，为工业发展提供原料,y,y,True,2,3,3,NN/NN,True,VV/P,False,开发,综合/开发,NN,False/False,为,None
foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
4,图5为某地理事象过程示意图，若	图中F为岩石圈物质循环中的重熔作用，则乙为岩浆岩,n,n,True,6,11,8,term/term,True,NN/AD,False,若,，/若,CS,False/False,则,条件
4,图5为某地理事象过程示意图，若	该图为人口迁移示意图，则此过程可缓解甲地人地矛盾,n,n,True,2,3,5,NN/NN,True,DT/AD,False,若,，/若,CS,False/False,则,因果
4,该地区	若布局合理，则主导风向为西南风,n,n,True,2,4,4,VA/term,False,CS/AD,False,地区,该/地区,NN,False/False,则,条件
4,以下诗词描述的景观适宜采用的欣赏方法是	“八月潮声吼地来，头高数丈触山回”——低临水面近观,n,y,False,4,8,7,VV/VV,True,PU/VV,False,是,方法/是,VC,False/False,头高,None
4,以下诗词描述的景观适宜采用的欣赏方法是	“小荷才露尖尖角，早有蜻蜓立上头”——在适当距离仰视,n,y,False,7,9,10,NN/VV,False,PU/AD,False,是,方法/是,VC,False/False,早,None
4,黄土高原地区	加大能源开发，是区域可持续发展的根本措施,n,n,True,5,7,5,NN/NN,True,VV/VC,False,黄土高原地区,NULL/黄土高原地区,loc,False/False,是,因果
4,清江流域的综合开发	扩大灌溉面积，发展河谷农业,y,y,True,0,0,0,NN/NN,True,VV/VV,True,开发,综合/开发,NN,False/False,发展,趋势
4,清江流域的综合开发	发展旅游业，促进区域产业结构调整,y,y,True,3,5,3,NN/NN,True,VV/VV,True,开发,综合/开发,NN,False/False,促进,None
4,东南亚国家吸引中国企业“下南洋”的原因有	地势平坦，适宜橡胶、椰子等作物生长,y,y,True,5,8,6,VA/VV,False,NN/VV,False,有,原因/有,VE,False/False,适宜,因果
4,东南亚国家吸引中国企业“下南洋”的原因有	山水相邻，陆路交通比海运更便捷安全,y,y,True,5,8,6,VV/VA,False,NN/NN,True,有,原因/有,VE,False/False,陆路,None
4,马六甲海峡	沟通两大洋，是海上航运的重要通道,y,y,True,3,5,5,NN/NN,True,VV/VC,False,马六甲海峡,NULL/马六甲海峡,loc,False/False,是,None
4,马六甲海峡	分隔两大陆，为亚洲与大洋洲分界线,y,y,True,2,5,4,NN/NN,True,VV/P,False,马六甲海峡,NULL/马六甲海峡,loc,False/False,为,趋势
4,绿水	吸收地面辐射，具有保温作用,y,y,True,1,0,2,term/NN,False,VV/VV,True,绿水,NULL/绿水,NN,False/False,具有,None
4,图中	甲地陡峻，喀斯特地貌典型,y,y,True,0,3,1,VA/VA,True,loc/term,False,中,图/中,LC,False/False,喀斯特地貌,None
4,图中	乙地低平，泥石流灾害频发,y,y,True,1,3,3,VA/VV,False,loc/term,False,中,图/中,LC,False/False,泥石流,None
4,关于图中等压线的叙述，正确的是	陆地为高压，海洋为低压,y,y,True,0,0,0,term/term,True,NN/NN,True,是,的/是,VC,False/False,海洋,None
4,关于图中等压线的叙述，正确的是	陆地为低压，海洋为高压,y,y,True,0,0,0,term/term,True,NN/NN,True,是,的/是,VC,False/False,海洋,None
4,关于图中等压线的叙述，正确的是	南部等压线稀疏，北部等压线稠密,y,y,True,0,0,0,VA/VA,True,NN/NN,True,是,的/是,VC,False/False,北部,None
4,关于图中等压线的叙述，正确的是	南部等压线稠密，北部等压线稀疏,y,y,True,0,0,0,VA/VA,True,NN/NN,True,是,的/是,VC,False/False,北部,None
4,此时，关于图中天气的正确叙述是	北京比东京气温低，气压高,y,y,True,3,5,4,VA/VA,True,loc/term,False,是,叙述/是,VC,False/False,气压,None
4,此时，关于图中天气的正确叙述是	青藏高原地区风力大，天气晴朗,y,y,True,1,5,1,VA/VA,True,loc/NN,False,是,叙述/是,VC,False/False,天气,None
4,下列叙述正确的是	②③两地均位于沿海，降水丰沛,y,y,True,2,5,4,NN/VA,False,loc/NN,False,是,的/是,VC,False/False,降水,None
4,下列叙述正确的是	①④两地纬度不同，气候类型不同,y,y,True,1,2,1,VA/VA,True,loc/term,False,是,的/是,VC,False/False,气候类型,None
4,下列叙述正确的是	②④两地位于板块交界处，地震多发,y,y,True,1,7,4,NN/VV,False,loc/NN,False,是,的/是,VC,False/False,地震,None
4,喜马拉雅山脉形成的原因是	亚欧板块与非洲板块碰撞，地壳断裂上升,y,y,True,1,5,2,VV/VV,True,term/term,True,是,原因/是,VC,False/False,地壳,None
4,喜马拉雅山脉形成的原因是	亚欧板块与非洲板块张裂，地壳断裂下沉,y,y,True,1,5,2,VV/VV,True,term/term,True,是,原因/是,VC,False/False,地壳,None
4,喜马拉雅山脉形成的原因是	印度洋板块与亚欧板块碰撞，地壳抬升,y,y,True,2,8,2,VV/VV,True,term/term,True,是,原因/是,VC,False/False,地壳,None
4,喜马拉雅山脉形成的原因是	印度洋板块与亚欧板块张裂，地壳下沉,y,y,True,2,8,2,VV/VV,True,term/term,True,是,原因/是,VC,False/False,地壳,None
foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
5,黄土高原地区	扩大开垦荒地，利于提高农业机械化水平,n,n,True,2,5,2,NN/NN,True,VV/VV,True,黄土高原地区,NULL/黄土高原地区,loc,False/False,利于,因果
5,黄土高原地区	保持传统耕作技术，有助于提高环境承载力,n,y,False,1,2,3,NN/term,False,VV/VV,True,黄土高原地区,NULL/黄土高原地区,loc,False/False,有助于,因果
5,黄土高原地区	开展小流域综合治理，利于充分利用水土资源,n,n,True,0,1,3,NN/NN,True,VV/VV,True,黄土高原地区,NULL/黄土高原地区,loc,False/False,利于,因果
5,马六甲海峡	受东南信风影响，该海域风大浪急,n,y,False,3,0,5,NN/VA,False,VV/DT,False,马六甲海峡,NULL/马六甲海峡,loc,False/False,该,None
5,北京市	春季因升温快，热岛效应最强,n,y,False,1,0,3,VA/VA,True,time/term,False,北京市,NULL/北京市,loc,True/False,热岛效应,因果
5,下列有关③④两地小麦生产的叙述，正确的是	仅从气候角度考虑，④地小麦的千粒重较③地大,n,y,False,2,4,6,VV/VA,False,AD/loc,False,是,的/是,VC,False/False,④地,None
5,成都平原年太阳总辐射量小于青藏高原的主要原因是	地势低，云量大,y,y,True,0,0,0,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,云量,None
5,成都平原年太阳总辐射量小于青藏高原的主要原因是	地势高，空气稀薄,y,y,True,0,1,0,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,空气,None
5,成都平原年太阳总辐射量小于青藏高原的主要原因是	纬度高，正午太阳高度小,y,y,True,0,4,0,VA/VA,True,term/term,True,是,原因/是,VC,False/False,正午太阳高度,None
5,上海设立我国第一个自由贸易区的原因有	对外开放程度高，外向型经济特色显著,y,y,True,0,2,0,VA/VA,True,JJ/JJ,True,有,原因/有,VE,False/False,外向型,None
5,上海设立我国第一个自由贸易区的原因有	矿产资源丰富，工业比较发达,y,y,True,0,0,1,VA/VA,True,NN/NN,True,有,原因/有,VE,False/False,工业,None
5,上海设立我国第一个自由贸易区的原因有	海上交通便利，便于货物运输,y,y,True,0,0,2,VA/NN,False,NN/VV,False,有,原因/有,VE,False/False,便于,None
5,上海设立我国第一个自由贸易区的原因有	区位条件优越，经济腹地广阔,y,y,True,0,0,0,VA/VA,True,NN/NN,True,有,原因/有,VE,False/False,经济,None
5,控制上述省区空气中二氧化硫浓度的合理措施有	调整产业结构，实施总量控制与达标排放,y,y,True,3,5,3,NN/NN,True,VV/VV,True,有,措施/有,VE,False/False,实施,None
5,控制上述省区空气中二氧化硫浓度的合理措施有	扩大城区水域面积，形成环城水系,y,n,False,1,2,1,NN/NN,True,VV/VV,True,有,措施/有,VE,False/False,形成,因果
