试卷名,编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
2006-北京,7-C,不够合理的治理土壤退化的措施是	黄淮海平原实施排灌，调控土壤盐分,y,,10,,,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海平原 实施 排灌 ， 调控 土壤 盐分,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海 平原 实施 排灌 ， 调控 土壤 盐分,AD VA VA DEC NN NN VV DEC NN VC loc VV NN PU NN NN NN,,措施_0（不够合理的治理土壤退化，黄淮海平原实施排灌）措施_1（不够合理的治理土壤退化，黄淮海平原调控土壤盐分）,措施_0（不够合理的治理土壤退化，黄淮海平原实施排灌）措施_1（不够合理的治理土壤退化，黄淮海平原调控土壤盐分）,0_8 1_8,0_8 1_8,措施,措施,,10,不 够 合理 的 治理 土壤 退化 的 措施 是 黄 淮海 平原 实施 排灌 ， 调控 土壤 盐分,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海 平原 实施 排灌 ， 调控 土壤 盐分,AD VA VA DEC NN NN VV DEC NN VC loc VV NN PU NN NN NN,( (IP (NP (CP (IP (NP (CP (IP (VP (VP (ADVP (AD 不)) (VP (VA 够))) (VP (VA 合理)))) (DEC 的)) (NP (NN 治理) (NN 土壤))) (VP (VV 退化))) (DEC 的)) (NP (NN 措施))) (VP (VC 是) (IP (IP (NP (NR 黄淮海平原)) (VP (VV 实施) (NP (NN 排灌)))) (PU ，) (IP (NP (NN 调控) (NN 土壤)) (VP (NP (NN 盐分))))))) )
2006-北京,7-C-0,不够合理的治理土壤退化的措施是	黄淮海平原实施排灌,ed-ori,,10,,,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海平原 实施 排灌,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海 平原 实施 排灌,AD VA VA DEC NN NN VV DEC NN VC loc VV NN,,措施_0（不够合理的治理土壤退化，黄淮海平原实施排灌）,措施_0（不够合理的治理土壤退化，黄淮海平原实施排灌）,0_8,0_8,措施,措施,,10,不 够 合理 的 治理 土壤 退化 的 措施 是 黄 淮海 平原 实施 排灌,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海 平原 实施 排灌,AD VA VA DEC NN NN VV DEC NN VC loc VV NN,( (IP (NP (CP (IP (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 够) (IP (VP (VA 合理)))))) (DEC 的)) (NP (NN 治理) (NN 土壤))) (VP (VV 退化))) (DEC 的)) (NP (NN 措施))) (VP (VC 是) (IP (NP (NR 黄淮海平原)) (VP (VV 实施) (NP (NN 排灌)))))) )
2006-北京,7-C-1,不够合理的治理土壤退化的措施是	黄淮海平原调控土壤盐分,ed-mod,,10,,,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海平原 调控 土壤 盐分,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海 平原 调控 土壤 盐分,AD VA VA DEC NN NN VV DEC NN VC loc NN NN NN,,措施_0（不够合理的治理土壤退化，黄淮海平原调控土壤盐分）,措施_0（不够合理的治理土壤退化，黄淮海平原调控土壤盐分）,0_8,0_8,措施,措施,,,不 够 合理 的 治理 土壤 退化 的 措施 是 黄 淮海 平原 调控 土壤 盐分,不 够 合理 的 治理 土壤 退化 的 措施 是 黄淮海 平原 调控 土壤 盐分,AD VA VA DEC NN NN VV DEC NN VC loc NN NN NN,( (IP (NP (CP (IP (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 够) (IP (VP (VA 合理)))))) (DEC 的)) (NP (NN 治理) (NN 土壤))) (VP (VV 退化))) (DEC 的)) (NP (NN 措施))) (VP (VC 是) (NP (NP (NR 黄淮海平原) (NN 调控) (NN 土壤)) (NP (NN 盐分))))) )
2006-北京,7-D,不够合理的治理土壤退化的措施是	江南丘陵施用石灰，中和土壤酸度,y,,10,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南丘陵 施用 石灰 ， 中和 土壤 酸度,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰 ， 中和 土壤 酸度,AD VA VA DEC NN NN VV DEC NN VC loc VV NN PU NR NN NN,,措施_0（不够合理的治理土壤退化，江南丘陵施用石灰）措施_1（不够合理的治理土壤退化，江南丘陵中和土壤酸度）,措施_0（不够合理的治理土壤退化，江南丘陵施用石灰）措施_1（不够合理的治理土壤退化，江南丘陵中和土壤酸度）,0_8 1_8,0_8 1_8,措施,措施,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰 ， 中和 土壤 酸度,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰 ， 中和 土壤 酸度,AD VA VA DEC NN NN VV DEC NN VC loc VV NN PU NR NN NN,( (IP (NP (CP (IP (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 够) (IP (VP (VA 合理)))))) (DEC 的)) (NP (NN 治理) (NN 土壤))) (VP (VV 退化))) (DEC 的)) (NP (NN 措施))) (VP (VC 是) (IP (NP (NR 江南丘陵)) (VP (VV 施用) (NP (NN 石灰) (PU ，) (NR 中和) (NN 土壤) (NN 酸度)))))) )
2006-北京,7-D-0,不够合理的治理土壤退化的措施是	江南丘陵施用石灰,ed-ori,,10,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南丘陵 施用 石灰,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰,AD VA VA DEC NN NN VV DEC NN VC loc VV NN,,措施_0（不够合理的治理土壤退化，江南丘陵施用石灰）,措施_0（不够合理的治理土壤退化，江南丘陵施用石灰）,0_8,0_8,措施,措施,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 施用 石灰,AD VA VA DEC NN NN VV DEC NN VC loc VV NN,( (IP (NP (CP (IP (NP (CP (IP (VP (VP (ADVP (AD 不)) (VP (VA 够))) (VP (VA 合理)))) (DEC 的)) (NP (NN 治理) (NN 土壤))) (VP (VV 退化))) (DEC 的)) (NP (NN 措施))) (VP (VC 是) (IP (NP (NR 江南丘陵)) (VP (VV 施用) (NP (NN 石灰)))))) )
2006-北京,7-D-1,不够合理的治理土壤退化的措施是	江南丘陵中和土壤酸度,ed-mod,,10,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南丘陵 中和 土壤 酸度,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 中和 土壤 酸度,AD VA VA DEC NN NN VV DEC NN VC loc NR NN NN,,措施_0（不够合理的治理土壤退化，江南丘陵中和土壤酸度）,措施_0（不够合理的治理土壤退化，江南丘陵中和土壤酸度）,0_8,0_8,措施,措施,,,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 中 和 土壤 酸度,不 够 合理 的 治理 土壤 退化 的 措施 是 江南 丘陵 中 和 土壤 酸度,AD VA VA DEC NN NN VV DEC NN VC loc NR NN NN,( (IP (NP (CP (IP (NP (CP (IP (VP (VP (ADVP (AD 不)) (VP (VA 够))) (VP (VA 合理)))) (DEC 的)) (NP (NN 治理) (NN 土壤))) (VP (VV 退化))) (DEC 的)) (NP (NN 措施))) (VP (VC 是) (NP (NP (NR 江南丘陵) (NR 中和)) (NP (NN 土壤) (NN 酸度))))) )
2007-北京,3-A,当火炬传递到	①地时，当地正午太阳高度为全年最大,n,,4,8,,当 火炬 传递 到 ①地 时 ， 当地 正午太阳高度 为 全年 最 大,当 火炬 传递 到 ①地 时 ， 当地 正午 太阳 高度 为 全年 最 大,P NN VV VV loc LC PU NN term VC NN AD VA,,时间限定_0（当火炬传递到 ①地）最值_1（①地，正午太阳高度角，大，全年）,时间限定_0（当火炬传递到 ①地）最值_1（①地，正午太阳高度角，大，全年）,0_0-5 1_11,0_0-5 1_11,时间限定 最值,时间限定 最值,,,当 火炬 传递 到 ①地 时 ， 当地 正午太阳高度 为 全年 最 大,当 火炬 传递 到 ①地 时 ， 当地 正午太阳高度 为 全年 最 大,P NN VV VV loc LC PU NN term VV NN AD VA,( (IP (PP (P 当) (LCP (IP (NP (NN 火炬)) (VP (VV 传递) (VP (VV 到) (NP (NR ①地))))) (LC 时))) (PU ，) (NP (NN 当地) (NN 正午太阳高度)) (VP (VP (VC 为) (NP (NN 全年))) (VP (ADVP (AD 最)) (VP (VA 大))))) )
2007-北京,3-B,当火炬传递到	③地时，当地黑夜比白昼长,n,,4,,,当 火炬 传递 到 ③地 时 ， 当地 黑夜 比 白昼 长,当 火炬 传递 到 ③地 时 ， 当地 黑夜 比 白昼 长,P NN VV VV loc LC PU NN NN P NN VA,,时间限定_0（当火炬传递到 ③地）比较_1（当地，当地，黑夜，白昼，长）,时间限定_0（当火炬传递到 ③地）比较_1（当地，当地，黑夜，白昼，长）,0_0-5 1_9-11,0_0-5 1_9-11,时间限定 比较,时间限定 比较,,,当 火炬 传递 到 ③地 时 ， 当地 黑夜 比 白昼 长,当 火炬 传递 到 ③地 时 ， 当地 黑夜 比 白昼 长,P NN VV VV loc LC PU NN NN P NN VA,( (IP (PP (P 当) (LCP (IP (NP (NN 火炬)) (VP (VV 传递) (VP (VV 到) (NP (NR ③地))))) (LC 时))) (PU ，) (NP (NN 当地) (NN 黑夜)) (VP (PP (P 比) (NP (NN 白昼))) (VP (VA 长)))) )
2007-北京,3-C,当火炬传递到	④地时，当地正值多雨季节,n,,4,,,当 火炬 传递 到 ④地 时 ， 当地 正值 多雨 季节,当 火炬 传递 到 ④地 时 ， 当地 正值 多雨 季节,P NN VV VV loc LC PU NN VV JJ NN,,时间限定_0（当火炬传递到 ④地）匹配_1（当地，多雨季节）,时间限定_0（当火炬传递到 ④地）匹配_1（当地，多雨季节）,0_0-5 1_8,0_0-5 1_8,时间限定 匹配,时间限定 匹配,,,当 火炬 传递 到 ④地 时 ， 当地 正值 多 雨季 节,当 火炬 传递 到 ④地 时 ， 当地 正值 多 雨季 节,P NN VV VV loc LC PU NN AD VV NN,( (IP (PP (P 当) (LCP (IP (NP (NN 火炬)) (VP (VV 传递) (VP (VV 到) (NP (NR ④地))))) (LC 时))) (PU ，) (IP (NP (NN 当地)) (VP (VV 正值) (NP (ADJP (JJ 多雨)) (NP (NN 季节)))))) )
2007-北京,3-D,当火炬传递到	⑤地时，当地正值春暖花开季节,n,,4,,,当 火炬 传递 到 ⑤地 时 ， 当地 正值 春暖 花开 季节,当 火炬 传递 到 ⑤地 时 ， 当地 正值 春暖 花开 季节,P NN VV VV loc LC PU NN VV JJ JJ NN,,时间限定_0（当火炬传递到 ⑤地）匹配_1（当地，春暖花开季节）,时间限定_0（当火炬传递到 ⑤地）匹配_1（当地，春暖花开季节）,0_0-5 1_8,0_0-5 1_8,时间限定 匹配,时间限定 匹配,,,当 火炬 传递 到 ⑤地 时 ， 当地 正值 春暖 花开 季节,当 火炬 传递 到 ⑤地 时 ， 当地 正值 春暖 花开 季节,P NN VV VV loc LC PU NN AD VV VV NN,( (IP (PP (P 当) (LCP (IP (NP (NN 火炬)) (VP (VV 传递) (VP (VV 到) (NP (NR ⑤地))))) (LC 时))) (PU ，) (IP (NP (NN 当地)) (VP (VV 正值) (NP (ADJP (JJ 春暖)) (ADJP (JJ 花开)) (NP (NN 季节)))))) )
2008-北京,10-A,该地区成为著名旅游地的优势在于	地处热带，风景优美，环境承载量大,y,,,14,,该 地区 成为 著名 旅游地 的 优势 在于 地处 热带 ， 风景 优美 ， 环境承载量 大,该 地区 成为 著名 旅游地 的 优势 在于 地处 热带 ， 风景 优美 ， 环境 承载量 大,DT NN VV JJ NN DEG NN VV VV NN PU NN VA PU term JJ,,实体信息陈述_0（该地区成为著名旅游地，优势，地处热带）实体信息陈述_1（该地区成为著名旅游地，优势，风景优美）实体信息陈述_2（该地区成为著名旅游地，优势，环境承载量大）,实体信息陈述_0（该地区成为著名旅游地，优势，位于_1（该地区，热带））实体信息陈述_2（该地区成为著名旅游地，优势，风景优美）实体信息陈述_3（该地区成为著名旅游地，优势，环境承载量大）,,2_8,实体信息陈述 实体信息陈述 实体信息陈述,实体信息陈述 位于 实体信息陈述 实体信息陈述,,,该 地区 成为 著名 旅游 地 的 优势 在于 地处 热带 ， 风景 优美 ， 环境 承载量 大,该 地区 成为 著名 旅游 地 的 优势 在于 地处 热带 ， 风景 优美 ， 环境 承载量 大,DT NN VV JJ NN NN DEG NN VV VV NN PU NN VA PU term JJ,( (IP (NP (DP (DT 该)) (NP (NN 地区))) (VP (VP (VV 成为) (NP (DNP (NP (ADJP (JJ 著名)) (NP (NN 旅游地))) (DEG 的)) (NP (NN 优势)))) (VP (VV 在于) (IP (IP (VP (VV 地处) (NP (NN 热带)))) (PU ，) (IP (NP (NN 风景)) (VP (VA 优美))) (PU ，) (IP (NP (NN 环境承载量)) (VP (ADJP (JJ 大)))))))) )
2008-北京,10-A-0,该地区成为著名旅游地的优势在于	地处热带,ed-ori,,,9,,该 地区 成为 著名 旅游地 的 优势 在于 地处 热带,该 地区 成为 著名 旅游地 的 优势 在于 地处 热带,DT NN VV JJ NN DEG NN VV VV term,,实体信息陈述_0（该地区成为著名旅游地，优势，地处热带）,实体信息陈述_0（该地区成为著名旅游地，优势，位于_1（该地区，热带））,,1_8,实体信息陈述,实体信息陈述 位于,,,该 地区 成为 著名 旅游 地 的 优势 在于 地处 热带,该 地区 成为 著名 旅游 地 的 优势 在于 地处 热带,DT NN VV JJ NN NN DEG NN VV VV term,( (IP (NP (DP (DT 该)) (NP (NN 地区))) (VP (VP (VV 成为) (NP (DNP (NP (ADJP (JJ 著名)) (NP (NN 旅游地))) (DEG 的)) (NP (NN 优势)))) (VP (VV 在于) (VP (VV 地处) (NP (NN 热带)))))) )
